names,lat,lon,seed,plot,harv,unharv,pd1,pd2,pd3,pd4,pd5,fert
b0b4dcb4,-15.07,26.74,45,2.5,6600,0,2015-11-15,2015-12-13,,,,520
dbc9f0f2,-15.22,27.35,100,5,5500,0,2016-01-18,2015-12-13,2015-12-13,,,2160
32b7031f,-13.53,28.94,25,1.5,3250,0,2015-11-24,2015-12-13,,,,
36903bab,-13.58,29.58,10,0.4,450,0,2015-12-24,,,,,
df66779,-13.73,29.06,10,0.5,500,0,2015-12-01,,,,,
5a2ca9e7,-13.59,29.58,5,0.2,250,0,2015-12-13,,,,,
f22b2351,-13.73,29.05,15,0.6,950,0,2015-12-01,2015-12-24,,,,
c00cd5d6,-15.07,26.74,20,0.8,310,0,2015-12-01,,,,,672
c8a0c7b5,-15.07,26.75,20,1,300,0,2015-12-06,2015-12-13,,,,
471d1fef,-13.57,28.9,10,0.25,1000,0,2016-01-04,,,,,
bf58f16,-15.4,27.07,25,1,2750,0,2015-11-24,2015-12-01,,,,400
93e430d1,-14.51,26.95,10,0.5,1700,0,2015-11-02,,,,,800
97fde8a3,-14.55,26.92,20,0.5,450,0,2015-11-08,,,,,
f5e64c20,-13.59,29.58,10,0.5,400,0,2015-11-02,,,,,
1abcb4e5,-15.23,27.35,19,0.5,750,0,2016-01-04,,,,,
f796a3ec,-15.41,27.08,20,1,1000,0,2015-12-01,2015-12-24,,,,
4904a139,-15.42,27.06,30,1.5,800,0,2015-12-13,,,,,
f67da32d,-13.58,29.57,0,0,0,0,,,,,,
43354115,-13.96,29.43,70,3.4,5500,0,2015-11-08,2015-11-08,2015-11-15,,,
20461a45,-13.91,29.42,20,1,2750,0,2015-12-24,,,,,
e29b5049,-13.52,28.95,5,0.5,500,0,2015-12-06,,,,,
df4d9e35,-13.92,29.42,15,0.3,590,0,2015-12-01,,,,,
9923f9f3,-15.21,27.35,40,3,1500,0,2015-12-01,,,,,
8f0403de,-15.21,27.36,25,1,2400,0,2015-12-06,2015-12-13,,,,
45464acd,-15.41,27.08,80,5.25,7000,0,2015-12-13,2015-12-24,2015-12-06,2015-12-13,2015-12-06,
d47e17dd,-15.07,26.75,40,1.6,1220,0,2015-12-01,2015-12-06,,,,
df80f36,-13.54,28.91,10,0.36,300,0,2015-12-13,,,,,
86004a91,-15.06,26.75,20,1,1500,0,2015-11-08,,,,,100
ea4aecbc,-13.96,29.43,20,1,1000,0,2015-12-01,,,,,
f7159d99,-15.08,26.76,20,0.8,3000,0,2015-11-08,2015-12-01,,,,
b0b0bb8d,-14.55,26.93,10,0.5,450,0,2015-12-24,2016-01-11,,,,
4c971c39,-15.19,27.33,140,7,20600,0,2015-11-15,2015-12-06,2015-12-13,,,2070
7f08d759,-15.19,27.33,30,1,1250,0,2015-11-15,2016-01-04,,,,4180
59a8272e,-13.96,29.41,20,0.8,3000,0,2015-12-01,,,,,
b73b1430,-13.73,29.06,10,0.25,1500,0,2015-11-08,,,,,
df1f98b6,-13.73,29.05,10,0.4,500,0,2015-12-13,,,,,
8a25bc7e,-13.54,28.9,95,6,25000,0,2015-11-08,2015-12-06,2015-12-13,2015-12-01,2015-12-01,
326de147,-14.51,26.95,15,0.75,1750,0,2015-12-13,,,,,
8ba78167,-13.59,29.58,20,1,2150,0,2015-12-13,,,,,
df1f9f81,-13.99,29.44,10,0.5,200,1,2015-11-15,,,,,
a02a538e,-14.51,26.95,22.5,1,2200,0,2015-12-01,2015-11-24,,,,800
7d6342ad,-15.19,27.34,170,8.5,8500,0,2015-12-01,2015-12-06,2015-12-13,,,
bc9e01ea,-13.73,29.07,40,2,655,0,2015-12-06,2016-01-04,,,,
6d95d8c8,-15.41,27.08,0,0,0,0,,,,,,
481f77c9,-15.41,27.08,155,9.5,13500,0,2015-12-01,2015-12-06,2016-01-04,,,
59f7fb0d,-13.96,29.42,15,0.6,2500,0,2015-11-08,,,,,
a33fbba7,-13.56,28.91,20,0.5,400,0,2015-12-01,,,,,
719e8e22,-13.73,29.06,0,0,0,0,,,,,,
45510510,-13.96,29.41,15,1.2,450,0,2015-11-02,,,,,
4a87af08,-13.73,29.06,5,0.2,250,0,2015-12-06,,,,,
b9f8bba9,-15.07,26.74,20,1.25,1000,0,2015-12-24,2015-12-13,,,,
9b9d14f3,-13.58,29.56,5,0.25,100,0,2015-12-01,,,,,
395cf086,-14,29.45,10,0.5,1100,0,2015-11-02,,,,,
2b3ecff,-15.22,27.35,20,1,150,0,2015-12-06,,,,,
903968f8,-14.52,26.93,40,0.75,750,0,2015-11-15,,,,,
d273c114,-13.99,29.45,30,1.5,2500,0,2015-12-06,2015-12-06,,,,
98b400ed,-14.55,26.93,12,1,350,0,2015-12-01,2015-12-24,,,,
c9f3a62b,-13.73,29.05,10,0.4,430,0,2015-11-08,,,,,
7b96411e,-15.21,27.34,20,1,1500,0,2015-12-13,,,,,
2b8c39de,-13.53,28.93,30,1.5,3250,2,2015-12-06,2015-12-24,,,,
87dfddb0,-15.4,27.08,100,5.2,6800,0,2015-11-24,,,,,2100
7e73427c,-13.58,29.57,0,0,0,0,,,,,,
c34b433f,-13.73,29.06,10,0.5,1400,0,2015-11-08,,,,,
3f6e7d7b,-13.99,29.45,30,1,750,0,2015-11-08,2015-12-13,,,,
ef1813ef,-13.59,29.58,10,0.4,1850,0,2015-12-13,,,,,
333629f1,-13.59,29.58,5,0.25,0,0,2015-11-08,,,,,
75fd83d1,-14.52,26.92,10,0.5,500,0,2015-11-08,,,,,
bb6574e4,-15.4,27.09,30,3.2,2500,0,2015-11-15,2016-01-04,,,,
20ae2a10,-15.21,27.36,25,1,1200,0,2015-12-01,2015-12-01,,,,
a4be7b95,-13.52,28.94,10,0.4,1300,1,2015-12-13,,,,,
de6c34ab,-14.51,26.95,50,2.5,5750,0,2015-11-08,2015-11-08,2015-12-01,2015-12-06,,2100
e3dd3a95,-13.96,29.38,5,0.25,50,0,2015-12-24,,,,,
20d3bac4,-13.95,29.4,0,0,0,0,,,,,,
c20cf756,-15.4,27.07,100,5.4,5600,0,2015-12-01,2015-12-13,2015-12-24,2016-01-04,2016-01-11,400
9be56861,-15.06,26.76,110,4.4,14500,0,2015-11-08,2015-11-15,2015-12-01,2015-12-06,,
25a7799,-15.4,27.08,30,2.8,4000,0,2015-12-01,2015-12-13,,,,
5e97fc3d,-15.41,27.08,60,3,5000,0,2015-12-06,2015-12-06,2015-12-06,,,1400
293ac657,-15.19,27.34,25,1.25,600,0,2015-12-01,,,,,
2bea58,-13.73,29.04,20,1,1750,0,2015-11-24,2015-12-06,,,,
b7f6ca18,-13.73,29.06,10,0.4,1500,1,2015-12-01,,,,,
54a99fea,-13.96,29.38,0,0,0,0,,,,,,
b8e6edc5,-15.4,27.08,20,1,1500,0,2015-11-02,,,,,
db7f473b,-13.59,29.58,10,0.25,450,0,2015-12-01,,,,,
3fe03fe8,-13.92,29.42,20,1.6,1400,0,2015-11-02,2015-11-02,,,,
447f4a31,-15.21,27.35,15,10.5,5500,0,2015-12-06,2015-12-24,,,,1400
50af81c8,-14.55,26.93,29,1,1500,0,2015-11-24,,,,,
1a508e7e,-13.73,29.06,25,1.6,500,0,2015-10-26,,,,,
fb53a90a,-15.07,26.75,35,1.25,2600,0,2015-11-08,2015-11-08,2015-12-06,,,1800
5600c34,-15.41,27.09,10,0.5,630,0,2015-12-24,,,,,
2e790a4b,-15.41,27.08,70,3.5,3000,0,2015-12-06,2015-12-24,,,,
d8101271,-15.08,26.77,45,2.25,5400,0,2015-11-08,2015-12-01,2015-12-06,,,1600
677e26ec,-15.42,27.06,60,3,5500,0,2015-12-24,,,,,
121dbc26,-14,29.45,10,1,750,0,2015-12-01,,,,,
f5e7ebf7,-15.4,27.09,45,1.9,5250,0,2015-11-24,2015-11-24,2015-12-01,,,1344
ca6fb3f9,-13.96,29.41,62.5,0.7,1200,0,2015-12-01,2015-12-13,,,,
310ab3df,-13.96,29.42,25,1,1500,0,2015-11-02,2015-11-24,,,,
365f8680,-13.74,29.07,10,0.5,750,0,2015-12-13,,,,,
ece99df7,-13.73,29.06,20,2,1500,0,2015-12-24,2015-12-24,,,,
c7aea459,-14.51,26.95,15,0.5,1000,0,2015-11-15,,,,,
6290c4a1,-15.06,26.75,30,1.4,1500,0,2015-11-02,2015-11-08,,,,
ce32ce95,-13.59,29.58,5,0.5,1250,0,2015-11-24,,,,,
e3d03f6f,-13.96,29.41,75,3.75,6650,0,2015-11-15,2015-12-01,2015-12-01,,,
14e9a4fa,-15.19,27.33,65,4.5,3000,0,2015-12-06,2015-12-13,2015-12-13,,,2100
e4ffebd4,-13.59,29.58,2,0.125,200,0,2015-11-08,,,,,
1eb8e89e,-13.59,29.58,5,0.25,400,0,2015-12-01,,,,,
a2f00e19,-13.57,28.9,20,0.5,2000,0,2015-12-01,,,,,
b6e1762a,-13.56,28.9,30,0.75,2000,0,2015-11-24,2015-12-01,,,,
ed38784f,-13.73,29.06,20,1,850,0,2015-12-01,,,,,
56e8a1a7,-13.58,29.58,10,0.5,685,0,2015-12-24,,,,,
56f2bc09,-14.55,26.92,10,0.5,500,0,2015-11-24,,,,,
5eaf15af,-14.55,26.92,12,0.5,400,0,2015-11-08,,,,,0
c0c829b,-13.58,29.58,2,0.2,450,0,2015-12-24,,,,,
3ea5c301,-13.59,29.58,10,0.4,1100,0,2015-12-06,,,,,
6f40b67,-13.96,29.43,10,0.4,1000,0,2015-12-13,,,,,
6a1ab44,-15.42,27.06,30,1.25,3250,0,2015-12-01,2015-12-13,,,,
dae4bdbb,-13.95,29.4,10,0.4,100,0,2015-12-01,,,,,
72b33b68,-13.59,29.58,5,0.25,0,0,2015-12-06,,,,,
9f9822c5,-15.4,27.08,20,1,1250,0,2016-01-04,,,,,
80662b19,-13.52,28.94,42.5,1.95,250,4,2015-11-08,2015-12-06,2015-12-06,2015-12-24,,
e7e7f6ba,-15.07,26.74,10,0.5,890,0,2015-12-01,,,,,
cf000dee,-15.21,27.35,100,5,2750,2,2015-12-06,2015-12-24,,,,1400
c034e94c,-15.21,27.35,45,2,2850,0,2015-12-01,2015-12-24,2015-12-01,,,
c8fad482,-15.06,26.75,30,1.4,500,0,2015-12-01,2015-12-13,,,,450
751007c0,-14.55,26.93,20,0.75,1500,0,2015-12-13,2015-12-24,2016-01-04,,,
4c6f900,-15.2,27.34,20,1,750,0,2015-11-08,,,,,
2e1849b2,-13.59,29.58,10,0.375,650,0,2015-11-15,,,,,
9b508fc7,-15.42,27.06,50,5,4500,0,2015-12-01,2015-12-24,,,,
47bfefca,-15.06,26.75,110,5.4,5250,0,2015-11-02,2015-12-01,,,,
46238fd8,-13.96,29.42,10,0.4,350,0,2015-12-24,,,,,
878997fb,-13.73,29.06,15,0.75,400,0,2015-12-01,,,,,
acd1974f,-13.73,29.06,10,1,40,1,2015-12-01,,,,,
bb018131,-15.07,26.74,15,1.5,1700,0,2015-11-15,,,,,
7770e4b0,-14.51,26.91,50,2,2000,0,2015-12-13,,,,,
1125989a,-13.58,29.57,5,0.25,60,0,2015-12-01,,,,,
3731c1c9,-15.06,26.74,40,1.5,2950,0,2015-11-08,2015-12-06,2015-12-24,,,
75f3fcb2,-14.55,26.92,20,1,1000,0,2015-12-06,2015-11-15,,,,0
a735cd9d,-15.08,26.74,0,0,0,0,,,,,,
781eec09,-15.19,27.34,105,5.5,5750,0,2015-11-15,2015-12-24,,,,2100
a4294f3a,-13.73,29.07,10,0.5,750,0,2015-12-06,,,,,
c181c3d1,-13.73,29.07,10,0.5,250,0,2015-12-06,,,,,
fd7ea6d5,-15.07,26.75,10,0.5,1850,0,2016-01-04,,,,,2016
98b42910,-13.59,29.58,2,0.0625,200,0,2015-12-06,,,,,
b7be4322,-13.54,28.91,35,1.5,2000,1,2015-11-08,2015-12-01,,,,
fb291ffa,-13.53,28.93,15,1,1550,0,2015-12-01,2015-12-24,,,,
9d39aebc,-15.41,27.08,15,1,990,0,2015-12-06,,,,,
863797cc,-13.59,29.58,10,0.4,1500,0,2015-11-08,,,,,
4289bba1,-15.08,26.74,20,1,1250,0,2015-12-01,,,,,
a37abf68,-15.4,27.09,20,1.2,1300,0,2015-12-06,2015-12-06,,,,
97701d97,-13.58,29.57,20,1,1500,0,2015-11-24,,,,,
7ea798d5,-13.73,29.06,25,1.5,0,0,2015-12-06,,,,,
68a64b58,-15.41,27.08,15,1,440,0,2015-12-06,,,,,
c0e27569,-13.96,29.38,10,0.5,1250,0,2015-12-06,,,,,
d4c1bb52,-13.53,28.93,15,0.75,400,0,2015-12-01,,,,,
90ae04a6,-15.42,27.06,50,2.5,6000,0,2015-12-01,,,,,
6e269f59,-15.19,27.34,70,3.5,4500,0,2015-11-24,2015-12-01,2015-12-24,,,
a960a0dd,-15.23,27.34,10,0.5,1000,0,2015-11-08,,,,,
4d3bf23a,-13.96,29.38,5,0.25,350,0,2015-12-24,,,,,
e47c3065,-13.73,29.06,10,0.5,900,0,2015-12-06,,,,,
f07b2e86,-13.53,28.92,40,0.75,400,0,2015-11-02,,,,,
2fa9b8e9,-15.4,27.08,50,3.2,5900,0,2015-12-01,2015-12-01,,,,
da436d11,-14.51,26.95,19,0.5,1500,0,2015-11-24,,,,,1905
e161d200,-13.74,29.07,10,0.25,200,0,2015-11-02,,,,,
f63a7473,-13.52,28.94,20,1,3250,0,2015-11-15,2015-12-01,,,,
5812d055,-15.08,26.74,20,1,3900,0,2015-11-15,,,,,
64ba6524,-13.95,29.4,40,1.2,9350,0,2015-12-06,,,,,
2b111586,-13.58,29.57,5,0.25,50,0,2015-12-24,,,,,
549f87,-13.73,29.07,10,0.5,1500,0,2015-12-01,,,,,
6c1ca1f1,-13.99,29.45,30,1.96,2600,0,2015-12-01,2015-12-24,,,,
22ca7dfe,-15.07,26.76,20,1,1750,0,2015-11-24,,,,,
9052ba8e,-14.5,26.91,10.25,0.75,5000,0,2015-11-02,2015-11-08,2015-12-01,,,1300
3974d745,-15.07,26.75,20,0.8,1200,0,2015-11-08,2015-11-08,,,,
c69b752c,-15.07,26.74,60,5.25,7200,0,2015-11-08,2015-12-01,2015-12-01,2015-12-24,,634
cf354126,-14.52,26.92,20,0.75,1200,0,2015-12-01,,,,,
94b2a880,-15.21,27.35,50,2.5,550,0,2015-12-24,2016-01-04,,,,1080
8fd7c430,-13.74,29.07,7.5,0.4,400,0,2015-11-15,,,,,
6ff1ba56,-13.57,28.9,20,0.5,3000,0,2015-12-06,,,,,
9d34e329,-15.07,26.75,8,0.5,140,0,2015-11-02,,,,,
4b413a90,-14.52,26.93,10,0.5,0,0,2015-12-06,,,,,
487d429a,-13.73,29.06,0,0,0,0,,,,,,
5278ac00,-13.67,28.66,2.5,0.25,300,0,2015-12-01,,,,,
c6ce1f4,-13.47,27.91,20,2,0,2,2015-12-01,2015-12-01,,,,
32245f0a,-13.55,28.67,10,0.5,0,1,2015-11-02,,,,,
9af6663f,-13.37,28.42,5,0.25,350,0,2015-12-06,,,,,
4d42dce2,-13.36,28.41,30,1.5,3750,0,2015-11-02,2015-11-02,,,,
ed21d95c,-13.68,28.67,20,1,0,1,2015-10-26,,,,,
36497ff9,-13.37,28.66,5,0.25,0,1,2015-11-02,,,,,
b6ad567c,-13.37,28.42,7.5,0.5,400,0,2015-11-24,,,,,
f4648ed7,-13.23,28.67,7.5,0.5,700,1,2015-12-06,2015-12-24,,,,
79b2d6c,-13.45,27.93,10,0.5,50,0,2015-12-13,,,,,
26af8fed,-13.38,28.66,10,1,10,0,2015-11-02,,,,,
a9ce900,-13.38,28.65,10,0.5,750,0,2016-01-04,,,,,
e589f64a,-13.61,27.8,70,5,9300,0,2015-12-06,2015-12-24,,,,
50255d0,-13.39,28.7,30,1.5,1650,0,2015-10-26,2015-12-01,2015-12-13,,,
c8fd8ecb,-13.33,28.37,20,1.2,1350,0,2015-11-08,2015-11-24,,,,
1e46f8b2,-13.76,28.64,20,0.9,3000,0,2015-12-24,2016-01-04,,,,1775
9b04f502,-13.7,28.65,30,1.5,1500,0,2015-12-13,,,,,
1e7dd379,-13.23,28.67,15,1.3,750,1,2015-11-24,,,,,
e24c0643,-13.38,28.42,45,2.25,6250,0,2015-11-15,2015-12-01,2015-12-01,2015-12-06,,
17c3ec91,-13.35,28.4,7,0.25,675,0,2015-11-24,2015-11-24,,,,
c155a716,-13.45,27.94,70,4,22500,0,2015-11-24,2015-12-01,,,,
9b024120,-13.45,28.68,5,0.25,300,0,2015-11-02,,,,,
b86cd456,-13.68,28.67,25,1.25,600,0,2015-12-06,,,,,
552945c6,-13.58,27.83,1,0.5,1250,0,2015-12-01,,,,,
acf568ea,-12.24,26.75,20,0.5,100,1,2015-10-26,,,,,
817019e4,-13.69,28.66,30,1.5,0,2,2015-12-24,2015-10-26,,,,
77f2eaa9,-13.26,28.68,0,0,0,0,,,,,,
97255da7,-13.39,28.69,40,2,1750,0,2015-12-01,,,,,
3d28f4a,-13.45,27.93,0,0,0,0,,,,,,
5b0d8ed4,-13.45,27.93,10,1,350,1,2015-12-13,,,,,
721f7aa2,-13.38,28.44,20,0.75,1800,0,2015-11-08,2015-11-15,,,,
5eaaafa8,-13.83,28.64,20,1,950,0,2015-11-08,,,,,
8157f070,-13.39,28.72,50,3,11100,0,2015-11-08,2015-12-01,,,,
643c671c,-13.63,27.84,30,0.93,2100,0,2015-11-15,2015-11-24,2015-12-24,,,
2495a47f,-13.82,28.65,10,0.5,9,0,2015-11-24,,,,,
f58ab6b1,-13.22,28.68,40,2,6000,0,2015-11-15,2015-12-06,,,,
b1daa0f3,-13.83,28.65,15,0.5,6,0,2015-11-15,,,,,
3a3f0571,-13.34,28.39,10,1.5,1000,1,2015-12-13,,,,,
8da7061e,-13.38,28.73,10,0.45,500,0,2015-12-06,,,,,
f7badf91,-13.22,28.68,13,1.2,700,0,2015-12-06,2016-01-04,,,,
fe34dcbb,-13.51,28.64,10,1,1500,0,2015-12-13,,,,,
29c3068b,-13.38,28.66,10,1.5,1500,0,2015-11-15,,,,,
6e878c7e,-13.38,28.66,30,1.5,3000,0,2015-11-15,,,,,
5d4b942c,-13.83,28.65,10,0.5,12,0,2015-12-13,,,,,
a75a31f0,-13.47,27.92,30,1.5,2500,3,2015-11-24,2015-12-01,2015-12-13,,,
88ac1c29,-13.39,28.69,15,0.75,1000,0,2015-12-01,,,,,
ec84beca,-13.61,27.83,40,5,1250,0,2015-12-24,,,,,
bcf8539b,-13.68,28.66,10,0.5,750,0,2015-12-06,,,,,
b4480e62,-13.69,28.66,10,1,250,0,2015-12-01,2016-01-04,,,,
87de3a3c,-13.45,27.93,5,0.25,90,0,2015-11-02,,,,,
70cdd72e,-13.39,28.44,9.75,720.25,4000,0,2015-11-08,2015-11-08,,,,
a5a51062,-13.45,27.93,35,1.5,1250,1,2015-12-24,2015-11-24,,,,
8070edd0,-13.62,27.83,70,4,2600,0,2015-11-02,,,,,
5b9fd593,-13.58,27.84,50,2.5,0,1,2015-11-24,,,,,
c25ddb48,-13.45,28.68,5,0.25,350,0,2015-12-06,,,,,
b2bfc424,-13.38,28.66,40,2,4000,0,2015-11-24,,,,,
dd2efcb7,-13.83,28.65,15,0.75,650,0,2015-12-13,,,,,
bbba5432,-13.45,27.93,20,1,1750,1,2015-12-06,,,,,
ae7cf6fe,-13.34,28.39,5,0.5,50,0,2015-11-15,,,,,
e4f5b428,-13.69,28.66,30,2,0,2,2015-11-02,2015-11-24,,,,
b9e3c734,-13.6,27.83,15,0.75,300,0,2015-11-15,,,,,
e2adbde4,-13.58,27.84,0,30,0,1,2015-12-13,,,,,
f85dfd89,-13.34,28.38,0,0,0,0,,,,,,
149376a0,-13.45,27.92,10,0.5,1250,0,2015-12-13,,,,,
ec790846,-13.46,28.68,10,1.5,20,0,2015-11-24,,,,,
13d22ca9,-13.61,27.8,65,3,4570,0,2015-12-06,2015-12-13,2015-12-24,,,
40fd01d5,-13.67,28.66,10,1,500,1,2015-11-08,,,,,
8c602b57,-13.38,28.72,60,5,2500,0,2015-10-26,2015-12-06,,,,
add1ac30,-13.55,28.67,50,2,0,1,2015-11-24,,,,,
63eeaf2f,-13.25,28.7,35,1.5,3500,0,2015-12-01,2015-12-24,,,,
185e024c,-13.34,28.39,5,0.25,100,0,2015-12-01,,,,,
703a0d83,-13.46,28.68,35,2,6200,1,2015-12-01,2015-12-06,2015-12-24,2015-12-24,,
a79a9da0,-13.58,27.85,60,1.5,650,1,2015-12-24,2015-12-24,,,,
b30e83e8,-13.45,27.93,10,0.5,2000,0,2015-12-13,,,,,
b5abd2c9,-13.61,27.83,15,0.75,1500,0,2015-12-01,,,,,
ddf305c2,-13.54,28.64,80,3.5,5000,0,2015-12-06,,,,,
7ef88042,-13.54,28.64,5,0.25,0,1,2015-12-06,,,,,
8dabae48,-13.45,27.93,0,0,0,0,,,,,,
5e725d45,-13.45,28.68,20,1,1250,0,2015-11-24,2015-12-13,,,,
fd45f878,-13.84,28.65,5,0.25,300,0,2015-12-06,,,,,
d428172c,-13.45,28.68,10,0.5,500,0,2015-12-01,,,,,
15e5fc63,-13.23,28.67,0,0,0,0,,,,,,
ff0d4462,-13.38,28.66,15,1.5,1250,0,2015-12-13,,,,,
197598f0,-13.25,28.69,15,0.75,350,0,2015-12-06,,,,,
e02a6871,-13.51,28.62,15,1.5,1900,2,2015-12-06,2015-12-13,,,,
929362a9,-13.45,27.93,15,1.5,500,0,2015-12-06,,,,,
fb70844,-13.51,28.62,60,3,0,2,2015-12-24,2016-01-04,,,,
d35207ec,-13.67,28.67,20,1,150,0,2015-11-02,,,,,
4d3dbbbd,-13.45,27.94,100,5,9100,0,2015-12-01,2015-12-13,2015-12-13,2015-12-01,,
90cb7f70,-13.68,28.67,40,1.9,2000,0,2015-11-15,2015-11-24,2015-12-01,,,
4de47b09,-13.37,28.44,30,1.5,0,2,2015-11-15,2015-12-01,,,,
1883a674,-13.47,28.68,5,0.25,300,0,2015-10-26,,,,,
3b43320f,-13.23,28.67,0,1,0,0,2015-12-13,,,,,
a1841010,-13.24,28.67,20,1,0,2,2016-01-04,2016-01-04,,,,
9989e9b3,-13.46,27.92,35,4.8,2500,2,2015-11-02,2015-12-01,,,,
cfac00cb,-13.45,27.92,20,1,1400,0,2015-12-06,,,,,
6f7fbb9e,-13.33,28.37,25,1,5000,0,2015-12-01,,,,,
627d87bb,-13.26,28.68,5,0.25,25,0,2015-11-24,,,,,
cd6515ba,-13.61,27.83,20,1,1000,0,2015-12-01,,,,,
65ba557,-13.6,27.83,45,2,2001,0,2015-12-01,2015-12-01,,,,
aa90b5f4,-13.63,27.84,50,2.75,1200,1,2015-12-01,2015-12-24,,,,
f3dc7e86,-13.53,28.65,15,0.75,1125,0,2015-11-02,2015-11-15,,,,
ae82a03c,-13.35,28.39,20,1,2500,0,2015-12-06,,,,,
3894ac47,-13.39,28.72,40,2,1650,0,2015-11-08,2015-12-01,,,,
4eb4deac,-13.48,28.68,40,2,300,0,2015-11-15,,,,,
28e1355c,-13.47,27.91,60,4,0,3,2015-12-13,2015-12-24,2015-12-24,,,
c88461c2,-13.63,27.84,80,4.5,6500,0,2015-12-13,2015-12-06,2015-12-24,2015-12-06,2015-12-24,
35107811,-13.59,27.83,80,4,2500,0,2015-11-24,,,,,
8482c49a,-13.24,28.66,20,20,2500,0,2015-12-01,,,,,
386f6263,-13.39,28.44,25,1.5,0,3,2015-11-02,2015-12-01,2015-11-15,,,
cb1c2b85,-13.23,28.67,5,0.4,150,0,2015-12-06,,,,,
ae8ddeef,-13.78,28.65,10,0.5,50,0,2015-10-26,,,,,
c03e0cf7,-13.61,27.8,60,3,350,0,2015-12-06,2015-12-24,2015-12-24,,,
2cb65042,-13.24,28.66,15,1,0,1,2015-11-02,,,,,
c50c9e07,-13.37,28.42,10,0.5,500,0,2015-11-08,,,,,
fb95b2d,-13.38,28.73,10,0.25,300,0,2015-11-08,,,,,
8f0f377,-13.47,27.92,20,1.3,0,1,2015-11-15,,,,,
1b93e47,-13.37,28.42,10,0.5,1000,0,2015-12-01,,,,,
dc6ed3b7,-13.68,28.66,20,1,200,1,2015-11-08,,,,,
8b02c30c,-13.83,28.64,20,2,750,0,2015-11-02,2015-11-15,,,,
81ef1bcc,-13.47,27.92,20,2.5,1000,0,2015-12-24,,,,,
e0b6dd7a,-13.38,28.65,25,2.5,150,0,2016-01-04,,,,,
41cc0174,-13.51,28.63,40,2,1500,0,2015-11-24,,,,,
cf99e02d,-13.67,28.66,10,0.75,100,0,2015-11-15,,,,,
5c4345b7,-13.25,28.68,5,0.5,450,0,2015-11-24,,,,,
c9d290c6,-13.61,27.8,10,1,0,1,2015-12-06,,,,,400
744a98c8,-13.68,28.67,20,1,350,1,2015-10-26,,,,,
643abc3f,-13.35,28.39,10,0.5,300,0,2015-11-02,,,,,
3d330044,-13.68,28.67,20,1,0,1,2015-11-15,,,,,
7b5bc2e2,-13.23,28.67,5,0.5,650,0,2015-12-06,,,,,
4380f0ca,-13.7,28.65,210,10.5,10750,0,2015-10-26,2015-11-15,2015-12-06,2015-11-02,,
8aedc9a5,-13.38,28.73,10,2,0,1,2015-11-24,,,,,
1bff8055,-13.54,28.64,60,3,0,2,2015-11-15,2015-11-24,,,,
2998911c,-13.68,28.67,20,1,0,1,2015-10-26,,,,,
a5f34f11,-13.39,28.69,15,1,3500,0,2016-01-04,,,,,
80c62ca2,-13.8,28.64,15,0.75,800,0,2015-12-06,2015-12-24,,,,
9cf8eff5,-13.68,28.66,20,1,250,1,2015-11-15,,,,,
c3f1c9f2,-13.38,28.73,10,0.5,200,0,2015-10-26,,,,,
2876217b,-13.47,27.91,80,4.5,0,1,2015-12-01,,,,,
9695a68f,-13.78,28.65,50,2.5,850,1,2015-10-26,2015-11-02,2015-10-26,,,
b46cb517,-13.68,28.67,20,1,1000,0,2015-10-26,,,,,
39e48753,-13.38,28.73,25,1.5,1500,0,2015-11-15,2015-11-24,,,,
8c4a30ee,-13.39,28.44,10,1,1500,0,2015-11-15,,,,,
3dafbfe2,-13.34,28.39,0,0,0,0,,,,,,
ba464113,-13.38,28.73,10,1,100,0,2015-11-15,,,,,
8c1aa5b2,-13.63,27.83,90,5.5,3800,2,2015-11-15,2015-11-24,2015-12-01,2015-12-06,,
1cc600c9,-13.6,27.83,20,1,500,0,2015-12-13,,,,,
ed6f4a99,-13.34,28.37,20,1.2,2450,0,2015-12-01,2015-12-06,,,,
4e579f2a,-13.25,28.69,15,0.75,650,1,2015-12-06,2015-12-13,,,,
b5127f72,-13.26,28.7,50,2.5,1650,1,2015-11-08,2015-12-24,,,,
517a31db,-13.69,28.66,15,0.25,150,0,2015-10-26,,,,,
846bd1d1,-13.46,28.67,20,1,1350,0,2015-12-24,2015-12-24,,,,
2fc8bd97,-13.68,28.67,5,0.5,0,0,2015-11-24,,,,,
81fd4c17,-13.22,28.67,10.5,0.48,750,1,2015-11-08,,,,,
de49ce91,-13.6,27.83,20,9,0,1,2015-11-15,,,,,
c6857875,-13.54,28.64,0,0,0,0,,,,,,
41b92516,-13.26,28.68,10,0.5,0,1,2015-12-01,,,,,
488a8e6,-12.17,33.04,10,0.4,250,0,2015-12-13,,,,,
3e91e254,-14.49,31.32,40,2,50,0,2015-12-06,,,,,
7baeddec,-12.15,33.04,20,1,22.5,0,2015-11-24,,,,,
14acd0b9,-12.69,32.88,30,1.2,7200,0,2015-12-13,2015-12-24,2015-12-13,,,
c0a7eaa9,-14.34,31.17,15,0.9,800,0,2015-12-24,2015-12-01,,,,
bff42281,-14.09,31.18,0,0,0,0,,,,,,
671fcbde,-12.72,32.84,55,4,0,2,2015-11-02,2015-12-06,,,,
5c83c0e5,-14.01,31.47,65,2,800,0,2015-11-24,2015-11-24,,,,
f3b9ec12,-11.95,33.16,20,1,800,0,2016-01-11,2016-01-11,,,,
