podid,lat,lon,date,rain
B00030,-16.84847,26.90252,2017-01-28,4.826
B00030,-16.84847,26.90252,2017-01-29,19.05
B00030,-16.84847,26.90252,2017-01-30,0.254
B00030,-16.84847,26.90252,2017-01-31,0.254
B00030,-16.84847,26.90252,2017-02-01,2.54
B00030,-16.84847,26.90252,2017-02-02,3.302
B00030,-16.84847,26.90252,2017-02-03,0
B00030,-16.84847,26.90252,2017-02-04,0.762
B00030,-16.84847,26.90252,2017-02-05,0.254
B00030,-16.84847,26.90252,2017-02-06,40.132
B00030,-16.84847,26.90252,2017-02-07,1.524
B00030,-16.84847,26.90252,2017-02-08,0.254
B00030,-16.84847,26.90252,2017-02-09,0
B00030,-16.84847,26.90252,2017-02-10,8.89
B00030,-16.84847,26.90252,2017-02-11,9.144
B00030,-16.84847,26.90252,2017-02-12,0
B00030,-16.84847,26.90252,2017-02-13,0.254
B00030,-16.84847,26.90252,2017-02-14,14.986
B00030,-16.84847,26.90252,2017-02-15,0.762
B00030,-16.84847,26.90252,2017-02-16,3.81
B00030,-16.84847,26.90252,2017-02-17,1.016
B00030,-16.84847,26.90252,2017-02-18,6.604
B00030,-16.84847,26.90252,2017-02-19,0.254
B00030,-16.84847,26.90252,2017-02-20,1.27
B00030,-16.84847,26.90252,2017-02-21,28.194
B00030,-16.84847,26.90252,2017-02-22,40.894
B00030,-16.84847,26.90252,2017-02-23,5.842
B00030,-16.84847,26.90252,2017-02-24,0
B00030,-16.84847,26.90252,2017-02-25,2.54
B00030,-16.84847,26.90252,2017-02-26,12.446
B00030,-16.84847,26.90252,2017-02-27,34.29
B00030,-16.84847,26.90252,2017-02-28,9.652
B00030,-16.84847,26.90252,2017-03-01,8.636
B00030,-16.84847,26.90252,2017-03-02,1.27
B00030,-16.84847,26.90252,2017-03-03,6.604
B00030,-16.84847,26.90252,2017-03-04,9.144
B00030,-16.84847,26.90252,2017-03-05,7.366
B00030,-16.84847,26.90252,2017-03-06,2.54
B00030,-16.84847,26.90252,2017-03-07,0.508
B00030,-16.84847,26.90252,2017-03-08,0
B00030,-16.84847,26.90252,2017-03-09,26.67
B00030,-16.84847,26.90252,2017-03-10,5.588
B00030,-16.84847,26.90252,2017-03-11,5.842
B00030,-16.84847,26.90252,2017-03-12,0.762
B00030,-16.84847,26.90252,2017-03-13,0
B00030,-16.84847,26.90252,2017-03-14,0
B00030,-16.84847,26.90252,2017-03-15,0
B00030,-16.84847,26.90252,2017-03-16,0
B00030,-16.84847,26.90252,2017-03-17,0
B00030,-16.84847,26.90252,2017-03-18,0
B00030,-16.84847,26.90252,2017-03-19,0.508
B00030,-16.84847,26.90252,2017-03-20,1.016
B00030,-16.84847,26.90252,2017-03-21,0
B00030,-16.84847,26.90252,2017-03-22,1.016
B00030,-16.84847,26.90252,2017-03-23,0.254
B00030,-16.84847,26.90252,2017-03-24,18.796
B00030,-16.84847,26.90252,2017-03-25,0
B00030,-16.84847,26.90252,2017-03-26,0
B00030,-16.84847,26.90252,2017-03-27,0
B00030,-16.84847,26.90252,2017-03-28,0
B00030,-16.84847,26.90252,2017-03-29,0.254
B00030,-16.84847,26.90252,2017-03-30,0
B00030,-16.84847,26.90252,2017-03-31,0
B00030,-16.84847,26.90252,2017-04-01,0
B00030,-16.84847,26.90252,2017-04-02,0
B00030,-16.84847,26.90252,2017-04-03,2.032
B00030,-16.84847,26.90252,2017-04-04,0
B00030,-16.84847,26.90252,2017-04-05,0
B00030,-16.84847,26.90252,2017-04-06,0
B00030,-16.84847,26.90252,2017-04-07,0
B00030,-16.84847,26.90252,2017-04-08,0
B00030,-16.84847,26.90252,2017-04-09,0
B00030,-16.84847,26.90252,2017-04-10,0
B00030,-16.84847,26.90252,2017-04-11,0
B00030,-16.84847,26.90252,2017-04-12,0
B00030,-16.84847,26.90252,2017-04-13,0
B00030,-16.84847,26.90252,2017-04-14,0
B00030,-16.84847,26.90252,2017-04-15,0
B00030,-16.84847,26.90252,2017-04-16,0
B00030,-16.84847,26.90252,2017-04-17,0
B00030,-16.84847,26.90252,2017-04-18,0
B00030,-16.84847,26.90252,2017-04-19,0
B00030,-16.84847,26.90252,2017-04-20,0
B00030,-16.84847,26.90252,2017-04-21,0
B00030,-16.84847,26.90252,2017-04-22,0
B00030,-16.84847,26.90252,2017-04-23,0
B00030,-16.84847,26.90252,2017-04-24,0
B00030,-16.84847,26.90252,2017-04-25,0
B00030,-16.84847,26.90252,2017-04-26,0
B00030,-16.84847,26.90252,2017-04-27,0
B00030,-16.84847,26.90252,2017-04-28,0
B00030,-16.84847,26.90252,2017-04-29,0
B00030,-16.84847,26.90252,2017-04-30,0
B00030,-16.84847,26.90252,2017-05-01,0
B00034,-16.55842,26.95508,2016-10-12,0
B00034,-16.55842,26.95508,2016-10-13,1.27
B00034,-16.55842,26.95508,2016-10-14,0
B00034,-16.55842,26.95508,2016-10-15,3.556
B00034,-16.55842,26.95508,2016-10-16,3.81
B00034,-16.55842,26.95508,2016-10-17,0
B00034,-16.55842,26.95508,2016-10-18,0
B00034,-16.55842,26.95508,2016-10-19,0
B00034,-16.55842,26.95508,2016-10-20,0
B00034,-16.55842,26.95508,2016-10-21,0
B00034,-16.55842,26.95508,2016-10-22,0
B00034,-16.55842,26.95508,2016-10-23,0
B00034,-16.55842,26.95508,2016-10-24,0
B00034,-16.55842,26.95508,2016-10-25,0
B00034,-16.55842,26.95508,2016-10-26,1.016
B00034,-16.55842,26.95508,2016-10-27,0
B00034,-16.55842,26.95508,2016-10-28,0
B00034,-16.55842,26.95508,2016-10-29,0
B00034,-16.55842,26.95508,2016-10-30,0
B00034,-16.55842,26.95508,2016-10-31,0
B00034,-16.55842,26.95508,2016-11-01,0
B00034,-16.55842,26.95508,2016-11-02,0
B00034,-16.55842,26.95508,2016-11-03,0.254
B00034,-16.55842,26.95508,2016-11-04,0
B00034,-16.55842,26.95508,2016-11-05,0
B00034,-16.55842,26.95508,2016-11-06,0
B00034,-16.55842,26.95508,2016-11-07,0
B00034,-16.55842,26.95508,2016-11-08,0
B00034,-16.55842,26.95508,2016-11-09,0
B00034,-16.55842,26.95508,2016-11-10,1.27
B00034,-16.55842,26.95508,2016-11-11,0.254
B00034,-16.55842,26.95508,2016-11-12,2.286
B00034,-16.55842,26.95508,2016-11-13,0
B00034,-16.55842,26.95508,2016-11-14,1.016
B00034,-16.55842,26.95508,2016-11-15,0
B00034,-16.55842,26.95508,2016-11-16,0
B00034,-16.55842,26.95508,2016-11-17,0
B00034,-16.55842,26.95508,2016-11-18,0.254
B00034,-16.55842,26.95508,2016-11-19,1.016
B00034,-16.55842,26.95508,2016-11-20,0
B00034,-16.55842,26.95508,2016-11-21,4.064
B00034,-16.55842,26.95508,2016-11-22,0
B00034,-16.55842,26.95508,2016-11-23,6.096
B00034,-16.55842,26.95508,2016-11-24,1.778
B00034,-16.55842,26.95508,2016-11-25,7.874
B00034,-16.55842,26.95508,2016-11-26,73.406
B00034,-16.55842,26.95508,2016-11-27,0
B00034,-16.55842,26.95508,2016-11-28,0
B00034,-16.55842,26.95508,2016-11-29,0
B00034,-16.55842,26.95508,2016-11-30,0
B00034,-16.55842,26.95508,2016-12-01,0
B00034,-16.55842,26.95508,2016-12-02,0
B00034,-16.55842,26.95508,2016-12-03,0
B00034,-16.55842,26.95508,2016-12-04,6.35
B00034,-16.55842,26.95508,2016-12-05,0
B00034,-16.55842,26.95508,2016-12-06,0
B00034,-16.55842,26.95508,2016-12-07,0
B00034,-16.55842,26.95508,2016-12-08,0
B00034,-16.55842,26.95508,2016-12-09,0.254
B00034,-16.55842,26.95508,2016-12-10,0
B00034,-16.55842,26.95508,2016-12-11,96.012
B00034,-16.55842,26.95508,2016-12-12,58.42
B00034,-16.55842,26.95508,2016-12-13,0
B00034,-16.55842,26.95508,2016-12-14,15.748
B00034,-16.55842,26.95508,2016-12-15,0
B00034,-16.55842,26.95508,2016-12-16,0
B00034,-16.55842,26.95508,2016-12-17,65.278
B00034,-16.55842,26.95508,2016-12-18,0
B00034,-16.55842,26.95508,2016-12-19,1.016
B00034,-16.55842,26.95508,2016-12-20,19.812
B00034,-16.55842,26.95508,2016-12-21,0.254
B00034,-16.55842,26.95508,2016-12-22,0
B00034,-16.55842,26.95508,2016-12-23,0
B00034,-16.55842,26.95508,2016-12-24,8.89
B00034,-16.55842,26.95508,2016-12-25,6.35
B00034,-16.55842,26.95508,2016-12-26,2.286
B00034,-16.55842,26.95508,2016-12-27,0
B00034,-16.55842,26.95508,2016-12-28,0
B00034,-16.55842,26.95508,2016-12-29,0
B00034,-16.55842,26.95508,2016-12-30,3.556
B00034,-16.55842,26.95508,2016-12-31,0.254
B00034,-16.55842,26.95508,2017-01-01,40.386
B00034,-16.55842,26.95508,2017-01-02,7.62
B00034,-16.55842,26.95508,2017-01-03,6.096
B00034,-16.55842,26.95508,2017-01-04,0.508
B00034,-16.55842,26.95508,2017-01-05,3.302
B00034,-16.55842,26.95508,2017-01-06,0.762
B00034,-16.55842,26.95508,2017-01-07,0
B00034,-16.55842,26.95508,2017-01-08,0
B00034,-16.55842,26.95508,2017-01-09,4.064
B00034,-16.55842,26.95508,2017-01-10,0
B00034,-16.55842,26.95508,2017-01-11,1.27
B00034,-16.55842,26.95508,2017-01-12,3.048
B00034,-16.55842,26.95508,2017-01-13,16.51
B00034,-16.55842,26.95508,2017-01-14,1.778
B00034,-16.55842,26.95508,2017-01-15,0.762
B00034,-16.55842,26.95508,2017-01-16,29.464
B00034,-16.55842,26.95508,2017-01-17,31.496
B00034,-16.55842,26.95508,2017-01-18,7.366
B00034,-16.55842,26.95508,2017-01-19,3.81
B00034,-16.55842,26.95508,2017-01-20,13.462
B00034,-16.55842,26.95508,2017-01-21,82.804
B00034,-16.55842,26.95508,2017-01-22,21.59
B00034,-16.55842,26.95508,2017-01-23,7.366
B00034,-16.55842,26.95508,2017-01-24,6.35
B00034,-16.55842,26.95508,2017-01-25,0.254
B00034,-16.55842,26.95508,2017-01-26,0.762
B00034,-16.55842,26.95508,2017-01-27,6.096
B00034,-16.55842,26.95508,2017-01-28,2.286
B00034,-16.55842,26.95508,2017-01-29,57.404
B00034,-16.55842,26.95508,2017-01-30,0
B00034,-16.55842,26.95508,2017-01-31,11.43
B00034,-16.55842,26.95508,2017-02-01,3.81
B00034,-16.55842,26.95508,2017-02-02,0.254
B00034,-16.55842,26.95508,2017-02-03,0
B00034,-16.55842,26.95508,2017-02-04,2.54
B00034,-16.55842,26.95508,2017-02-05,0.254
B00034,-16.55842,26.95508,2017-02-06,51.816
B00034,-16.55842,26.95508,2017-02-07,2.54
B00034,-16.55842,26.95508,2017-02-08,0.254
B00034,-16.55842,26.95508,2017-02-09,0
B00034,-16.55842,26.95508,2017-02-10,20.066
B00034,-16.55842,26.95508,2017-02-11,8.128
B00034,-16.55842,26.95508,2017-02-12,0
B00034,-16.55842,26.95508,2017-02-13,0.254
B00034,-16.55842,26.95508,2017-02-14,0
B00034,-16.55842,26.95508,2017-02-15,2.794
B00034,-16.55842,26.95508,2017-02-16,29.464
B00034,-16.55842,26.95508,2017-02-17,0
B00034,-16.55842,26.95508,2017-02-18,12.192
B00034,-16.55842,26.95508,2017-02-19,0
B00034,-16.55842,26.95508,2017-02-20,1.778
B00034,-16.55842,26.95508,2017-02-21,33.274
B00034,-16.55842,26.95508,2017-02-22,0
B00034,-16.55842,26.95508,2017-02-23,3.048
B00034,-16.55842,26.95508,2017-02-24,0.508
B00034,-16.55842,26.95508,2017-02-25,0.254
B00034,-16.55842,26.95508,2017-02-26,7.874
B00034,-16.55842,26.95508,2017-02-27,3.556
B00034,-16.55842,26.95508,2017-02-28,3.556
B00034,-16.55842,26.95508,2017-03-01,7.62
B00034,-16.55842,26.95508,2017-03-02,30.48
B00034,-16.55842,26.95508,2017-03-03,3.81
B00034,-16.55842,26.95508,2017-03-04,10.668
B00034,-16.55842,26.95508,2017-03-05,0
B00034,-16.55842,26.95508,2017-03-06,51.054
B00034,-16.55842,26.95508,2017-03-07,9.398
B00034,-16.55842,26.95508,2017-03-08,0.508
B00034,-16.55842,26.95508,2017-03-09,32.004
B00034,-16.55842,26.95508,2017-03-10,2.54
B00034,-16.55842,26.95508,2017-03-11,1.016
B00034,-16.55842,26.95508,2017-03-12,0
B00034,-16.55842,26.95508,2017-03-13,0
B00034,-16.55842,26.95508,2017-03-14,0
B00034,-16.55842,26.95508,2017-03-15,0.254
B00034,-16.55842,26.95508,2017-03-16,0
B00034,-16.55842,26.95508,2017-03-17,0
B00034,-16.55842,26.95508,2017-03-18,0
B00034,-16.55842,26.95508,2017-03-19,0
B00034,-16.55842,26.95508,2017-03-20,8.382
B00034,-16.55842,26.95508,2017-03-21,0
B00034,-16.55842,26.95508,2017-03-22,14.478
B00034,-16.55842,26.95508,2017-03-23,2.286
B00034,-16.55842,26.95508,2017-03-24,20.574
B00034,-16.55842,26.95508,2017-03-25,0
B00034,-16.55842,26.95508,2017-03-26,0.254
B00034,-16.55842,26.95508,2017-03-27,0
B00034,-16.55842,26.95508,2017-03-28,0.254
B00034,-16.55842,26.95508,2017-03-29,0
B00034,-16.55842,26.95508,2017-03-30,0.254
B00034,-16.55842,26.95508,2017-03-31,0
B00034,-16.55842,26.95508,2017-04-01,0.254
B00034,-16.55842,26.95508,2017-04-02,0
B00034,-16.55842,26.95508,2017-04-03,2.032
B00034,-16.55842,26.95508,2017-04-04,0
B00034,-16.55842,26.95508,2017-04-05,0
B00034,-16.55842,26.95508,2017-04-06,0
B00034,-16.55842,26.95508,2017-04-07,0
B00034,-16.55842,26.95508,2017-04-08,0
B00034,-16.55842,26.95508,2017-04-09,0
B00034,-16.55842,26.95508,2017-04-10,0
B00034,-16.55842,26.95508,2017-04-11,0
B00034,-16.55842,26.95508,2017-04-12,0
B00034,-16.55842,26.95508,2017-04-13,0
B00034,-16.55842,26.95508,2017-04-14,0
B00034,-16.55842,26.95508,2017-04-15,0
B00034,-16.55842,26.95508,2017-04-16,0
B00034,-16.55842,26.95508,2017-04-17,0
B00034,-16.55842,26.95508,2017-04-18,0
B00034,-16.55842,26.95508,2017-04-19,0
B00034,-16.55842,26.95508,2017-04-20,0
B00034,-16.55842,26.95508,2017-04-21,0
B00034,-16.55842,26.95508,2017-04-22,0
B00034,-16.55842,26.95508,2017-04-23,0
B00034,-16.55842,26.95508,2017-04-24,0
B00034,-16.55842,26.95508,2017-04-25,0
B00034,-16.55842,26.95508,2017-04-26,0
B00034,-16.55842,26.95508,2017-04-27,0
B00034,-16.55842,26.95508,2017-04-28,0
B00034,-16.55842,26.95508,2017-04-29,0
B00034,-16.55842,26.95508,2017-04-30,0
B00034,-16.55842,26.95508,2017-05-01,0
