names,year,lat,lon,seed,plot,harv,pd1,pd2,pd3,pd4,pd5
40113006,16,-8.81,31.53,10,0.5,800,2015-12-24,,,,
40113007,16,-8.83,31.53,5,0.25,50,2015-11-02,,,,
40113007,17,-8.83,31.53,5,0.25,250,2016-10-26,,,,
40113008,16,-8.82,31.53,25,1,1650,2015-11-24,2015-12-01,,,
40113008,17,-8.82,31.53,29,2,2500,2016-12-01,2016-12-01,2016-12-12,,
40113009,16,-8.85,31.54,30,1.5,1000,2015-12-01,,,,
40113010,16,-8.81,31.53,50,3,3000,2015-12-06,2015-11-24,2015-12-06,,
40113011,16,-8.81,31.54,5,0.25,150,2015-12-01,,,,
40113011,17,-8.81,31.54,5,0.25,230,2016-12-01,,,,
40113012,16,-8.82,31.53,20,1,1500,2015-12-06,,,,
40113012,17,-8.82,31.53,20,1,600,2016-12-01,2016-12-23,,,
40113013,16,-8.81,31.54,30,1.5,500,2015-11-15,,,,
40113013,17,-8.81,31.54,50,2.5,6000,2016-11-24,2016-12-12,,,
40113014,16,-8.81,31.53,2.5,0.25,300,2015-10-26,,,,
40113014,17,-8.81,31.53,55,2.75,5100,2016-12-01,2016-12-01,2016-12-05,2016-12-12,2016-12-23
40113015,16,-8.84,31.54,80,4,4600,2015-11-15,2015-11-24,2015-12-01,,
40113015,17,-8.84,31.54,75,3.5,1000,2016-11-07,2016-12-05,2016-12-05,,
40113016,16,-8.83,31.53,20,1,1400,2015-11-02,,,,
40113017,16,-8.81,31.54,2.5,0.25,200,2015-11-02,,,,
40113017,17,-8.81,31.54,22,1,1915,2016-11-02,2016-12-01,,,
40113018,16,-8.81,31.54,7,0.75,1100,2015-11-02,2015-12-01,,,
40137001,16,-9.55,31.2,0,0,0,,,,,
40137001,17,-9.55,31.2,10,0.5,540,2016-11-24,,,,
40137002,16,-9.56,31.2,15,0.75,2500,2015-11-24,2015-11-24,,,
40137002,17,-9.56,31.2,42.5,2.125,700,2016-11-02,2016-11-02,2016-11-07,,
40137003,16,-9.54,31.21,12,0.5625,2100,2015-11-08,2015-10-26,,,
40137003,17,-9.54,31.21,30,1.5,2400,2016-10-26,2016-11-14,2016-11-14,,
40137004,16,-9.58,31.2,5,0.25,200,2015-11-24,,,,
40137004,17,-9.58,31.2,2.5,0.125,1,2016-12-05,,,,
40137005,16,-9.56,31.2,70,3.5,9950,2015-11-02,2015-12-01,2015-12-06,2015-12-13,
40137005,17,-9.56,31.2,55,3,4750,2016-11-24,2016-11-24,2016-12-01,,
40137006,16,-9.58,31.19,5,0.25,150,2015-11-24,,,,
40137006,17,-9.58,31.19,0,0,0,,,,,
40137007,16,-9.56,31.2,10,0.5,870,2015-11-24,,,,
40137007,17,-9.56,31.2,20,1,1850,2016-11-14,2016-12-01,,,
40137008,16,-9.55,31.2,10,0.4,1650,2015-11-08,,,,
40137008,17,-9.55,31.2,25,1.5,3500,2016-11-14,,,,
40137009,16,-9.54,31.21,18,0.875,1650,2015-12-06,2015-11-08,2015-10-26,,
40137009,17,-9.54,31.21,34,1.60000000149012,1830,2016-11-02,2016-11-07,2016-12-01,,
40137010,16,-9.58,31.19,5,0.25,100,2015-10-26,,,,
40137010,17,-9.58,31.19,10,0.5,300,2016-11-02,,,,
40137011,16,-9.54,31.21,5,0.25,450,2015-11-02,,,,
40137012,16,-9.56,31.2,15,0.75,2430,2015-11-02,2015-12-06,,,
40137012,17,-9.56,31.2,15,0.75,3150,2016-11-07,2016-11-07,2016-12-12,,
40137013,16,-9.56,31.2,0,0,0,,,,,
40137013,17,-9.56,31.2,10,0.5,1050,2016-11-02,,,,
40137014,16,-9.55,31.2,10,0.4,1500,2015-11-08,,,,
40137014,17,-9.55,31.2,10,0.5,500,2016-11-07,,,,
40137015,16,-9.58,31.93,0,0,0,,,,,
40137015,17,-9.58,31.93,5,0.125,50,2016-11-07,,,,
40137016,16,-9.54,31.22,5.25,5.25,550,2015-10-26,2015-12-06,,,
40137016,17,-9.54,31.22,15,0.75,1550,2016-11-02,2016-12-01,,,
40137017,16,-9.56,31.2,40,2,1080,2015-11-15,,,,
40137018,16,-9.56,31.2,20,1,450,2015-12-01,,,,
40137018,17,-9.56,31.2,10,0.5,250,2016-11-24,,,,
40137019,16,-9.55,31.2,10,0.4,750,2015-10-26,,,,
40137019,17,-9.55,31.2,10,0.5,270,2016-10-26,,,,
40137020,16,-9.54,31.22,2.5,0.25,800,2015-12-01,,,,
40137020,17,-9.54,31.22,10,0.5,900,2016-12-12,,,,
40137021,16,-9.56,31.2,30,1.5,650,2015-11-02,2015-12-06,,,
40137021,17,-9.56,31.2,20,1,5310,2016-11-24,2016-11-24,,,
40137022,16,-9.58,31.19,5,0.25,300,2015-10-26,,,,
40137022,17,-9.58,31.19,10,0.5,1500,2016-11-24,,,,
40139001,16,-9.36,31.24,20,1,960,2015-11-08,,,,
40139001,17,-9.36,31.24,30,1.5,1050,2016-11-14,,,,
40139002,16,-9.36,31.23,25,1,1400,2015-11-08,2015-12-06,,,
40139002,17,-9.36,31.23,60,3,6000,2016-11-02,2016-11-02,,,
40139003,16,-9.37,31.23,5,0.25,400,2015-10-26,,,,
40139003,17,-9.37,31.23,10,0.5,500,2016-10-26,,,,
40139004,16,-9.38,31.23,15,0.5,360,2015-12-06,2015-12-13,,,
40139004,17,-9.38,31.23,15,0.75,1800,2016-12-01,,,,
40139005,16,-9.36,31.25,22,1.75,2160,2015-11-02,2015-11-02,2015-11-02,,
40139006,16,-9.37,31.23,20,1,700,2015-10-26,,,,
40139006,17,-9.37,31.23,40,1.5,1650,2016-10-26,2016-11-07,,,
40139007,16,-9.36,31.23,25,1,2000,2015-11-08,2015-11-24,,,
40139007,17,-9.36,31.23,40,2,7000,2016-11-02,2016-11-02,2016-11-02,2016-12-05,
40139008,16,-9.36,31.24,20,1,1080,2015-11-08,,,,
40139008,17,-9.36,31.24,20,1,1500,2016-11-07,,,,
40139009,16,-9.37,31.24,5,0.25,225,2015-10-26,,,,
40139009,17,-9.37,31.24,2,0.125,1,2016-11-07,,,,
40139010,16,-9.38,31.23,5,0.5,720,2015-11-15,,,,
40139010,17,-9.38,31.23,10,0.5,1000,2016-11-24,,,,
40139011,16,-9.36,31.26,10,0.5,900,2015-11-08,,,,
40139011,17,-9.36,31.26,10,0.5,500,2016-11-02,,,,
40139012,16,-9.37,31.23,10,0.5,250,2015-11-24,,,,
40139012,17,-9.37,31.23,10,0.5,630,2016-12-01,,,,
40139013,16,-9.36,31.24,40,2,6480,2015-12-01,2015-12-06,,,
40139013,17,-9.36,31.24,30,1.5,9300,2016-12-01,,,,
40139014,16,-9.36,31.24,20,1,1000,2015-11-08,2015-12-06,,,
40139014,17,-9.36,31.24,15,0.75,1650,2016-11-14,2016-12-12,,,
40139015,16,-9.39,31.23,10,1,50,2015-11-02,2015-11-24,,,
40139015,17,-9.39,31.23,15,0.75,180,2016-11-24,2016-12-23,,,
40139016,16,-9.36,31.25,20,1,100,2015-12-01,,,,
40139016,17,-9.36,31.25,30,1.5,0,2016-11-14,,,,
40139017,16,-9.37,31.23,5,0.25,450,2015-10-26,,,,
40139017,17,-9.37,31.23,30,2,1500,2016-11-02,,,,
40139018,16,-9.36,31.24,0,0,0,,,,,
40139019,16,-9.38,31.23,5,0.25,90,2015-12-06,,,,
40139019,17,-9.38,31.23,7,0.375,630,2016-12-01,2016-11-24,,,
40139020,16,-9.36,31.25,1,0.1,50,2015-11-02,,,,
40139021,16,-9.36,31.24,10,1,1500,2015-11-08,,,,
40139021,17,-9.36,31.24,20,1,1500,2016-11-14,,,,
40139022,16,-9.36,31.25,0,0,0,,,,,
40139022,17,-9.36,31.25,0,0,0,,,,,
40213001,16,-8.82,31.53,10,0.5,750,2015-11-24,,,,
40213002,16,-8.83,31.53,15,1,800,2015-11-15,2015-11-24,,,
40213002,17,-8.83,31.53,40,2,2250,2016-11-02,2016-12-05,,,
40223001,16,-10.08,32.32,20,1,1250,2015-11-15,,,,
40223001,17,-10.08,32.32,20,1,2350,2017-01-04,2017-01-04,,,
40223002,16,-10.09,32.31,20,0.75,750,2016-01-04,2016-01-11,,,
40223002,17,-10.09,32.31,20,1,950,2016-12-05,2017-01-04,,,
40223003,16,-10.1,32.31,15,0.62,1250,2015-11-08,,,,
40223004,16,-10.13,32.31,20,1,60,2015-12-13,2015-12-24,,,
40223004,17,-10.13,32.31,40,2,5750,2016-12-01,2017-01-04,,,
40223005,16,-10.1,32.31,15,0.75,1750,2015-12-24,,,,
40223005,17,-10.1,32.31,12,0.600000023841858,1050,2017-01-04,,,,
40223006,16,-10.08,32.32,0,0,0,,,,,
40223006,17,-10.08,32.32,0,0,0,,,,,
40223007,16,-10.09,32.31,30,1.5,4000,2015-11-08,2015-11-08,2015-11-08,,
40223007,17,-10.09,32.31,10,0.5,2250,2017-01-04,,,,
40223008,16,-10.1,32.31,10,0.5,600,2015-12-06,,,,
40223008,17,-10.1,32.31,10,0.5,750,2016-11-24,,,,
40223009,16,-10.1,32.31,15,0.62,700,2015-12-13,,,,
40223009,17,-10.1,32.31,10,0.25,1000,2016-12-05,,,,
40223010,16,-10.1,32.31,10,0.5,2000,2015-12-06,,,,
40223010,17,-10.1,32.31,5,0.25,150,2017-01-04,,,,
40223011,16,-10.08,32.32,0,0,0,,,,,
40223011,17,-10.08,32.32,0,0,0,,,,,
40223012,16,-10.1,32.31,15,0.62,1250,2015-11-15,,,,
40223012,17,-10.1,32.31,20,1,1750,2016-12-05,2016-12-05,,,
40223013,16,-10.08,32.32,0,0,0,,,,,
40223013,17,-10.08,32.32,20,1,3050,2016-12-23,2017-01-04,,,
40223014,16,-10.08,32.31,20,1.25,1750,2015-12-06,2016-01-11,,,
40223014,17,-10.08,32.31,30,1.5,3500,2016-12-01,2016-12-05,2017-01-04,,
40223015,16,-10.1,32.29,5,0.25,700,2015-12-01,,,,
40223015,17,-10.1,32.29,14,0.625,1350,2016-12-01,,,,
40223016,16,-10.1,32.29,20,1,2000,2015-11-24,,,,
40223016,17,-10.1,32.29,20,1,3500,2016-12-01,,,,
40223017,16,-10.08,32.32,40,2,1750,2015-12-24,,,,
40223017,17,-10.08,32.32,20,1,2750,2016-12-01,2017-01-04,,,
40223018,16,-10.08,32.32,22,1,4000,2015-11-15,2016-01-04,,,
40223019,16,-10.08,32.32,30,1.5,1500,2015-12-06,2015-12-06,,,
40223019,17,-10.08,32.32,85,1,100,2017-01-04,2017-01-04,2017-01-04,,
40223020,16,-10.1,32.29,5,0.2,1100,2015-12-06,,,,
40223020,17,-10.1,32.29,15,0.75,1750,2016-11-24,,,,
40223021,16,-10.1,32.29,40,2,7500,2015-11-08,2015-11-24,,,
40223021,17,-10.1,32.29,40,2,13000,2016-11-02,2016-11-24,2016-12-01,,
40229001,16,-10.63,32.15,5,0.25,25,2015-12-01,,,,
40229001,17,-10.63,32.15,8,0.25,1000,2016-11-02,,,,
40229002,16,-10.63,32.15,2,0.25,150,2015-11-08,,,,
40229002,17,-10.63,32.15,10,0.5,1000,2016-11-14,,,,
40229003,16,-10.64,32.15,10,0.5,1250,2015-12-01,,,,
40229003,17,-10.64,32.15,10,0.5,250,2016-12-01,,,,
40229004,16,-10.64,32.15,15,0.75,3000,2015-11-24,,,,
40229004,17,-10.64,32.15,10,0.5,750,2016-11-24,,,,
40229005,16,-10.64,32.15,10,0.4,500,2015-12-01,,,,
40229005,17,-10.64,32.15,20,1,3100,2016-12-01,2016-12-05,,,
40229006,16,-10.64,32.15,10,0.4,200,2015-12-24,,,,
40229006,17,-10.64,32.15,10,0.5,150,2017-01-04,,,,
40229007,16,-10.61,32.18,10,0.75,2300,2015-12-06,,,,
40229007,17,-10.61,32.18,20,1,5040,2017-01-04,2016-12-12,2017-01-04,,
40229008,16,-10.61,32.18,20,1,250,2015-11-08,,,,
40229008,17,-10.61,32.18,10,0.5,350,2016-11-02,,,,
40229009,16,-10.61,32.18,60,3,9800,2015-12-01,2015-12-06,2016-01-11,2016-01-11,
40229009,17,-10.61,32.18,52,4.625,3550,2016-12-12,2016-12-05,2016-12-01,,
40229010,16,-10.63,32.15,10,0.5,650,2015-11-08,,,,
40229010,17,-10.63,32.15,10,0.5,200,2016-11-07,,,,
40229011,16,-10.64,32.15,2,0.125,500,2015-11-24,,,,
40229011,17,-10.64,32.15,10,0.370000004768372,600,2016-12-05,,,,
40229012,16,-10.61,32.19,10,0.25,500,2015-12-01,,,,
40229012,17,-10.61,32.19,15,0.75,1800,2016-12-01,,,,
40229013,16,-10.64,32.15,0,0,0,,,,,
40229013,17,-10.64,32.15,0,0,0,,,,,
40229014,16,-10.63,32.15,5,0.25,1000,2015-11-15,,,,
40229014,17,-10.63,32.15,0,0,0,,,,,
40229015,16,-10.61,32.19,10,0.5,1250,2015-12-06,,,,
40229015,17,-10.61,32.19,10,0.625,1720,2016-12-05,,,,
40229016,16,-10.61,32.19,25,1,3250,2015-11-02,2015-11-08,,,
40229016,17,-10.61,32.19,40,2,5750,2016-12-01,2016-12-01,2016-11-07,,
40229017,16,-10.64,32.15,20,1.15,3000,2016-01-04,2016-01-18,,,
40229017,17,-10.64,32.15,10,0.5,1100,2016-12-01,,,,
40229018,16,-10.63,32.15,0,0,0,,,,,
40229019,16,-10.64,32.15,10,0.5,2000,2015-12-24,2016-01-11,,,
40229020,16,-10.63,32.15,5,0.25,750,2016-01-04,,,,
40229020,17,-10.63,32.15,5,0.25,600,2017-01-04,,,,
40229021,16,-10.61,32.18,5,0.5,300,2015-11-24,,,,
40229021,17,-10.61,32.18,10,0.5,340,2016-12-23,,,,
40229022,16,-10.65,33.94,5,0.25,500,2015-12-06,2015-12-01,,,
40231001,16,-10.32,32.25,10,15,1750,2015-12-24,,,,
40231001,17,-10.32,32.25,145,126,5560,2016-12-05,2016-12-05,2016-12-12,,
40231002,16,-10.32,32.24,120,6,25000,2015-12-06,2015-12-24,2015-12-01,,
40231002,17,-10.32,32.24,200,7,32650,2016-11-24,2016-12-23,,,
40231003,16,-10.32,32.24,70,3.5,0,2015-11-24,,,,
40231003,17,-10.32,32.24,430,402.5,12500,2016-12-01,2016-12-23,2017-01-04,,
40231004,16,-10.31,32.26,35,1.75,3300,2015-12-06,2015-12-13,2015-12-06,,
40231004,17,-10.31,32.26,10,0.5,2000,2017-01-04,,,,
40231005,16,-10.31,32.27,120,6,22000,2015-11-15,2015-12-24,,,
40231006,16,-10.32,32.24,20,1,1100,2015-12-01,,,,
40231006,17,-10.32,32.24,15,0.75,2250,2017-01-04,2017-01-04,,,
40231007,16,-10.32,32.25,50,2.4,11000,2015-12-01,2015-12-24,,,
40231007,17,-10.32,32.25,60,3,20000,2016-12-01,2016-12-23,,,
40231008,16,-10.31,32.27,35,1.5,2350,2015-12-01,2016-01-04,2015-12-13,2016-01-18,
40231008,17,-10.31,32.27,15,0.75,1700,2016-12-05,2016-12-12,2017-01-18,,
40231009,16,-10.31,32.27,20,1,4000,2015-11-15,,,,
40231009,17,-10.31,32.27,20,1,3550,2016-12-12,,,,
40231010,16,-10.32,32.24,10,0.5,2000,2015-12-01,,,,
40231010,17,-10.32,32.24,15,0.75,1000,2016-12-01,,,,
40231011,16,-10.31,32.26,5,0.25,1175,2015-11-02,,,,
40231011,17,-10.31,32.26,10,0.75,1300,2016-12-23,,,,
40231012,16,-10.32,32.25,15,0.75,5000,2015-11-24,,,,
40231012,17,-10.32,32.25,50,2.5,10000,2016-11-02,2017-01-04,,,
40231013,16,-10.19,32.15,15,0.75,46,2015-11-08,2015-12-01,2015-11-24,,
40231013,17,-10.19,32.15,10,0.5,1650,2016-12-01,,,,
40231014,16,-10.32,32.24,10,0.5,1750,2015-12-01,,,,
40231014,17,-10.32,32.24,10,0.5,1250,2016-12-01,,,,
40231015,16,-10.32,32.25,25,1.05,6350,2015-11-24,2015-12-06,2015-12-24,,
40231015,17,-10.32,32.25,60,3,7500,2016-11-02,2016-12-05,,,
40231016,16,-10.31,32.27,20,1,2750,2015-11-15,2015-12-06,2015-12-13,,
40231016,17,-10.31,32.27,20,1,2320,2017-01-04,,,,
40231017,16,-10.32,32.26,10,0.5,1250,2015-12-24,,,,
40231018,16,-10.32,32.24,10,0.5,1500,2015-12-06,,,,
40231019,16,-10.19,32.15,10,0.5,1950,2015-12-01,2015-12-24,,,
40231019,17,-10.19,32.15,10,0.5,1050,2016-12-12,,,,
40231020,16,-10.32,32.25,45,2.25,4000,2015-12-13,2015-11-24,,,
40231020,17,-10.32,32.25,60,3,6100,2016-12-01,,,,
40231021,16,-10.32,32.26,16,0.75,2000,2015-12-06,2015-11-08,,,
40231021,17,-10.32,32.26,15,0.75,4250,2016-12-01,,,,
40231022,16,-10.31,32.27,15,1,1200,2015-12-13,2015-12-01,2015-12-01,,
40231022,17,-10.31,32.27,2.5,0.75,50,2016-12-23,,,,
40235001,16,-10.64,31.95,1,0.125,350,2015-11-08,,,,
40235001,17,-10.64,31.95,0,0,0,,,,,
40235002,16,-10.64,31.95,50,1.55,4750,2015-10-26,2016-01-11,2016-01-11,,
40235002,17,-10.64,31.95,60,3,6350,2016-11-02,2016-11-02,2016-12-01,2016-12-12,
40235003,16,-10.65,31.94,5,0.25,250,2015-12-13,,,,
40235003,17,-10.65,31.94,5,0.25,750,2016-11-14,,,,
40235004,16,-10.65,31.94,0,0,0,,,,,
40235004,17,-10.65,31.94,0,0,0,,,,,
40235005,16,-10.65,31.94,50,3,700,2015-12-06,,,,
40235005,17,-10.65,31.94,30,1.25,1500,2016-12-05,2016-12-05,,,
40235006,16,-10.65,31.94,20,1,2000,2015-12-06,2016-01-04,,,
40235006,17,-10.65,31.94,20,1,1350,2016-11-24,,,,
40235007,16,-10.65,33.94,10,0.5,5500,2015-12-06,2015-12-01,,,
40235007,17,-10.65,33.94,20,1,200,2016-12-12,2016-12-12,,,
40235008,16,-10.64,31.95,15,0.65,1200,2015-12-24,2016-01-11,,,
40235008,17,-10.64,31.95,15,0.75,1300,2016-11-24,,,,
40235009,16,-10.64,31.95,0,0,0,,,,,
40235009,17,-10.64,31.95,0,0,0,,,,,
40235010,16,-10.65,31.94,0,0,0,,,,,
40235011,16,-10.65,31.94,5,0.25,1000,2015-11-15,,,,
40235011,17,-10.65,31.94,5,0.25,1000,2016-11-07,,,,
40235012,16,-10.65,31.94,0,0,0,,,,,
40235013,16,-10.64,31.95,0,0,0,,,,,
40235013,17,-10.64,31.95,10,0.5,1500,2016-12-05,,,,
40235014,16,-10.65,31.94,10,0.4,250,2015-11-08,,,,
40235015,16,-10.65,31.94,5,0.25,650,2015-12-24,,,,
40235015,17,-10.65,31.94,2,0.125,350,2016-12-01,,,,
40235016,16,-10.65,33.94,0,0,0,,,,,
40235017,16,-10.65,31.94,2.5,0.46,300,2015-11-08,,,,
40235017,17,-10.65,31.94,0,0,0,,,,,
40235018,16,-10.64,31.95,5,0.25,1000,2015-11-15,,,,
40235018,17,-10.64,31.95,10,0.5,1000,2016-11-02,,,,
40235019,16,-10.65,31.94,20,1.7,2750,2016-01-04,2015-12-06,,,
40235019,17,-10.65,31.94,40,2,2100,2016-11-02,2016-12-01,,,
40235020,16,-10.65,33.94,0,0,0,,,,,
40235020,17,-10.65,33.94,0,0,0,,,,,
50100001,16,-13.36,24.87,10,0.5,500,2015-12-13,,,,
50100001,17,-13.36,24.87,10,1,400,2016-11-07,,,,
50100002,16,-13.37,24.85,14,0.75,450,2015-10-26,2015-11-24,2015-12-13,,
50100003,16,-13.32,24.84,20,1,700,2015-10-26,,,,
50100003,17,-13.32,24.84,10,1,0,2016-11-02,,,,
50100004,16,-13.31,24.8,75,4.25,0,2015-11-24,2015-11-02,2015-12-01,2016-01-04,2016-01-04
50100004,17,-13.31,24.8,70,4,150,2016-11-14,,,,
50100005,16,-13.37,24.86,13,0.375,0,2015-11-02,2015-12-06,,,
50100005,17,-13.37,24.86,10,0.5,0,2016-11-02,,,,
50100006,16,-13.36,24.87,20,0.25,400,2015-11-02,,,,
50100006,17,-13.36,24.87,20,1,250,2016-11-24,,,,
50100007,16,-13.32,24.84,15,0.75,0,2015-10-26,2015-12-06,,,
50100007,17,-13.32,24.84,50,2,0,2016-10-26,2016-12-12,,,
50100008,16,-13.32,24.84,10,0.25,200,2015-11-02,,,,
50100008,17,-13.32,24.84,15,0.5,0,2016-11-02,,,,
50100009,16,-13.37,24.86,10,0.25,350,2015-11-02,2015-12-06,,,
50100009,17,-13.37,24.86,7,0.349999994039536,0,2016-11-14,,,,
50100010,16,-13.36,24.87,15,0.75,600,2015-12-13,,,,
50100010,17,-13.36,24.87,20,2,200,2016-11-24,,,,
50100011,16,-13.33,24.84,25,1.5,750,2015-11-24,2015-12-13,,,
50100011,17,-13.33,24.84,20,1,200,2016-11-02,,,,
50100012,16,-13.31,24.81,20,1,0,2015-11-02,2015-12-01,,,
50100012,17,-13.31,24.81,10,0.5,450,2016-11-02,,,,
50100013,16,-13.33,24.84,10,0.5,150,2015-11-02,,,,
50100013,17,-13.33,24.84,10,0.5,250,2016-11-14,,,,
50100014,16,-13.32,24.84,20,1,0,2015-11-24,,,,
50100014,17,-13.32,24.84,30,1.5,0,2016-11-02,,,,
50100015,16,-13.37,24.86,10.5,0.668,600,2015-11-02,2015-11-24,2015-12-01,2015-12-13,
50100016,16,-13.36,24.87,10,0.5,250,2015-11-08,,,,
50100017,16,-13.33,24.84,20,0.75,650,2015-10-26,,,,
50100018,16,-13.32,24.82,15,0.5,0,2015-12-01,,,,
50100018,17,-13.32,24.82,15,0.75,200,2016-11-14,,,,
50100019,16,-13.37,24.86,15,0.73,2000,2015-11-02,2015-11-24,,,
50100020,16,-13.36,24.87,10,0.5,400,2015-11-24,,,,
50100020,17,-13.36,24.87,10,1,200,2016-11-24,,,,
50100021,16,-13.31,24.81,7,50.25,0,2015-11-02,2015-12-24,,,
50100021,17,-13.31,24.81,20,0.75,200,2016-12-23,2016-11-02,,,
50110001,16,-13.06,25.38,10,0.45,0,2015-12-01,,,,
50110001,17,-13.06,25.38,30,1.30000001192093,0,2016-11-02,2016-11-02,,,
50110002,16,-13.06,25.39,10,0.25,50,2015-11-02,,,,
50110003,16,-13.06,25.37,10,0.5,0,2015-11-24,,,,
50110003,17,-13.06,25.37,12.5,0.75,100,2016-11-07,,,,
50110004,16,-13.06,25.37,5,0.25,250,2015-11-24,,,,
50110004,17,-13.06,25.37,7.5,0.75,1050,2016-11-02,,,,
50110005,16,-13.06,25.36,15,0.75,550,2015-11-02,2016-01-04,,,
50110005,17,-13.06,25.36,10,0.5,100,2016-12-01,,,,
50110006,16,-13.07,25.35,10,0.5,250,2015-11-08,,,,
50110006,17,-13.07,25.35,10,1,750,2016-11-24,,,,
50110007,16,-13.06,25.38,10,0.4,750,2015-11-24,2015-12-01,,,
50110008,16,-13.06,25.37,10,0.5,1500,2015-11-02,,,,
50110008,17,-13.06,25.37,10,0.5,0,2016-12-23,,,,
50110009,16,-13.06,25.37,10,0.5,700,2015-12-13,2015-11-15,,,
50110009,17,-13.06,25.37,30,1.5,1600,2016-11-14,2016-11-24,2016-12-23,,
50110010,16,-13.06,25.36,15,0.75,200,2015-12-01,,,,
50110010,17,-13.06,25.36,15,0.75,450,2016-11-14,,,,
50110011,16,-13.06,25.38,20,0.8,300,2015-12-06,,,,
50110011,17,-13.06,25.38,0.25,5,400,2016-11-24,,,,
50110012,16,-13.06,25.37,20,1.75,1250,2015-11-24,2015-11-02,,,
50110012,17,-13.06,25.37,20,1,750,2016-11-24,,,,
50110013,16,-13.06,25.38,3,0.25,200,2015-12-01,,,,
50110013,17,-13.06,25.38,10,0.5,0,2016-11-24,,,,
50110014,16,-13.06,25.36,10,0.5,200,2015-11-02,,,,
50110014,17,-13.06,25.36,10,0.5,0,2016-11-02,,,,
50110015,16,-13.06,25.36,20,0.75,1750,2015-12-01,2015-11-02,,,
50110015,17,-13.06,25.36,20,1,1500,2016-11-24,,,,
50110016,16,-13.06,25.38,25,1,8,2015-11-02,,,,
50110017,16,-13.06,25.38,10,0.5,1000,2015-12-01,,,,
50110018,16,-13.06,25.37,20,1,1500,2015-11-02,2015-11-24,,,
50110018,17,-13.06,25.37,15,0.75,1250,2016-11-14,2017-01-04,,,
50110019,16,-13.59,25.36,10,0.5,1000,2015-11-02,,,,
50111001,16,-13.47,25,18,0.92,0,2015-11-02,2015-11-24,,,
50111001,17,-13.47,25,15,0.75,0,2016-12-01,2016-12-23,,,
50111002,16,-13.47,25,40,2,0,2015-11-24,2016-01-04,2015-12-01,,
50111002,17,-13.47,25,30,2,0,2016-11-24,,,,
50111003,16,-13.46,25,20,1,0,2015-11-08,2015-12-06,,,
50111003,17,-13.46,25,10,0.5,50,2016-12-01,,,,
50111004,16,-13.47,25,10,0.5,300,2015-12-06,,,,
50111004,17,-13.47,25,20,0.75,750,2016-11-24,2016-12-05,,,
50111005,16,-13.47,25,30,2,7500,2015-11-02,,,,
50111005,17,-13.47,25,30,2.5,2750,2016-12-01,2016-11-24,2016-12-23,,
50111006,16,-13.47,25,10,0.75,2500,2015-11-02,,,,
50111007,16,-13.47,25,30,1.5,2200,2015-11-08,2015-12-13,2015-12-24,,
50111008,16,-13.47,25,40,2,3000,2016-01-11,2016-01-18,,,
50111009,16,-13.47,25,10,0.25,200,2015-11-08,,,,
50111009,17,-13.47,25,5,0.25,0,2016-12-01,,,,
50111010,16,-13.47,25,0,0,0,,,,,
50111010,17,-13.47,25,50,3.5,1500,2016-11-24,2016-12-23,2016-12-23,,
50111011,16,-13.47,25,15,0.5,500,2015-11-15,,,,
50111011,17,-13.47,25,15,0.75,0,2016-12-01,,,,
50111012,16,-13.47,25,20,1,1500,2015-11-08,,,,
50111012,17,-13.47,25,10,0.5,150,2016-12-01,,,,
50111013,16,-13.47,25,30,1.5,2300,2015-12-13,,,,
50111013,17,-13.47,25,50,4,1500,2016-11-14,,,,
50111014,16,-13.47,25,30,1.75,0,2015-11-02,2015-12-01,,,
50111015,16,-12.18,26.44,10.5,0.75,1000,2015-11-08,2015-11-15,,,
50111015,17,-12.18,26.44,15,0.75,155,2016-11-24,2016-12-12,,,
50111016,16,-13.46,25,50,2.5,0,2015-12-01,2015-11-15,2015-12-24,2015-11-02,
50111016,17,-13.46,25,40,2,0,2016-11-24,2016-12-01,,,
50141001,16,-13.17,24.95,15,0.75,0,2015-11-24,2015-12-01,,,
50141002,16,-13.17,24.95,10,1,900,2015-12-01,2015-11-02,,,
50141003,16,-13.2,24.78,14,0.75,750,2015-11-08,,,,
50141004,16,-13.2,24.79,15,0.5,750,2015-12-06,,,,
50141004,17,-13.2,24.79,15,1,150,2016-11-14,,,,
50141005,16,-13.21,24.77,30,1.5,850,2015-11-02,2015-11-15,2015-12-01,,
50141005,17,-13.21,24.77,20,0.5,750,2016-12-01,,,,
50141006,16,-13.23,24.75,10,0.5,3600,2015-11-02,,,,
50141006,17,-13.23,24.75,20,1.10000002384186,1450,2016-10-26,2016-12-05,,,
50141007,16,-13.2,24.78,20,1,500,2015-12-01,,,,
50141007,17,-13.2,24.78,20,1,0,2016-11-02,,,,
50141008,16,-13.2,24.78,25,1.25,475,2015-10-26,2015-12-01,2016-01-04,,
50141008,17,-13.2,24.78,10,0.5,100,2016-10-26,,,,
50141009,16,-13.2,24.79,50,1,700,2015-11-02,,,,
50141009,17,-13.2,24.79,35,3,400,2016-11-07,,,,
50141010,16,-13.2,24.77,5,0.25,400,2015-11-08,,,,
50141010,17,-13.2,24.77,10,0.25,400,2016-11-02,,,,
50141011,16,-13.23,24.75,0,0,0,,,,,
50141011,17,-13.23,24.75,5,0.25,200,2016-12-23,,,,
50141012,16,-13.21,24.76,35,1,1750,2015-12-06,,,,
50141012,17,-13.21,24.76,10,0.5,159,2016-12-12,,,,
50141013,16,-13.2,24.78,40,2,1350,2015-10-26,2015-12-01,,,
