names,lat,lon,seed,plot,harv,pd1,pd2,pd3,pd4,pd5
60112012,-16.9,27.29,15,0.75,1000,2015-11-15,2015-11-15,,,
60112013,-16.87,27.28,20,1,450,2015-12-06,,,,
60112014,-16.88,27.27,10,0.5,500,2015-11-24,,,,
60112015,-16.91,27.26,30,1.5,3150,2015-12-01,2015-12-13,,,
60112016,-16.58,27.27,40,2,2000,2015-12-01,,,,
60112017,-16.94,27.3,30,1.5,4500,2016-01-04,2016-01-04,,,
60112018,-16.88,27.28,5,0.5,500,2015-12-24,,,,
60112019,-16.92,27.26,30,1.5,1890,2015-12-01,2015-12-06,,,
60112020,-16.87,27.27,10,0.5,250,2015-12-01,,,,
60112021,-16.91,27.25,100,5,16500,2015-12-13,2015-12-24,,,
60112022,-16.93,27.3,20,1.5,1750,2015-11-15,2015-12-24,,,
60112023,-16.89,27.27,15,1,0,2015-12-13,,,,
60112024,-16.91,27.26,20,1,2000,2015-11-15,2015-11-15,,,
60112025,-16.9,27.28,70,3.5,4300,2015-12-13,2015-12-13,,,
60115001,-16.45,26.77,40,2,400,2015-11-08,,,,
60115002,-16.42,26.78,65,3.25,1350,2015-11-15,2015-11-15,2015-12-01,,
60115003,-16.39,26.77,60,2.75,3900,2015-12-24,2015-12-06,2015-12-24,2015-11-24,
60115004,-16.45,26.77,30,1.5,500,2015-11-24,2015-12-01,2015-12-06,,
60115005,-16.47,26.77,25,2,1000,2015-12-01,,,,
60115006,-16.42,26.78,10,0.5,100,2016-01-04,2016-01-04,,,
60115007,-16.42,26.8,30,1.5,900,2015-11-08,,,,
60115008,-16.39,26.77,40,2,4250,2015-11-24,2015-12-01,2015-12-13,,
60115009,-16.45,26.77,130,8.3,10200,2015-11-15,2015-12-01,2015-12-13,,
60115010,-16.42,26.78,25,1.25,400,2015-12-01,2016-01-04,,,
60115011,-16.42,26.8,10,0.5,350,2015-11-15,,,,
60115012,-16.39,26.77,60,3,5500,2015-12-24,2016-01-04,,,
60115013,-16.45,26.77,70,3.5,6000,2015-11-02,2015-11-15,2015-12-01,2015-12-06,2015-12-24
60115014,-16.42,26.8,15,0.75,650,2015-12-01,2015-12-06,,,
60115015,-16.39,26.77,20,1,1000,2016-01-18,2016-01-18,,,
60115016,-16.44,26.77,50,2.5,2500,2015-12-01,2015-12-13,,,
60119001,-17.2,27.09,50,2.5,5750,2015-11-24,2015-12-01,2015-12-13,,
60119002,-18.11,33.11,80,4,7000,2015-12-13,2015-12-13,2016-01-04,,
60119003,-17.19,27.11,50,3,3100,2015-12-13,,,,
60119004,-17.16,27.12,5,0.25,400,2015-12-01,,,,
60119005,-17.16,27.12,20,2,750,2015-12-06,,,,
60119006,-17.11,27.63,40,2,11000,2015-12-06,2015-12-01,,,
60119007,-17.2,27.1,20,1,2500,2015-10-26,,,,
60119008,-17.21,27.11,20,0.75,1250,2015-12-13,2015-12-06,,,
60119009,-17.19,27.11,50,2.5,2550,2015-12-13,2016-01-04,,,
60119010,-17.2,27.1,20,1,1000,2015-12-01,,,,
60119011,-17.16,27.14,40,2,4680,2016-01-04,2016-01-04,2016-01-04,2016-01-04,
60119012,-17.16,27.14,40,3.5,250,2015-12-01,,,,
60119013,-17.21,27.11,10,0.5,200,2015-12-13,,,,
60119014,-17.2,27.1,30,1.5,1000,2015-12-01,2016-01-04,2016-01-04,,
60119015,-17.34,27.65,20,1,2500,2015-11-02,,,,
60119016,-17.19,27.11,30,1.5,2100,2015-12-01,,,,
60119017,-17.15,27.14,30,1.5,3750,2015-11-08,2015-12-01,2015-12-06,,
60119018,-17.2,27.09,15,0.75,1000,2016-01-04,,,,
60119019,-17.15,27.15,40,2,200,2016-01-04,2015-11-08,2015-11-08,,
60119020,-17.2,27.11,15,0.75,750,2015-12-13,,,,
60119021,-17.2,27.11,20,3,3200,2015-11-15,2015-12-06,,,
60119022,-17.15,27.14,35,2.5,2250,2015-11-24,2016-01-18,,,
60119023,-17.11,27.6,20,1,2000,2015-12-06,2016-01-04,,,
60119024,-17.15,27.15,20,1,2160,2015-12-06,2015-12-13,,,
60119025,-17.15,27.14,35,1.75,3000,2015-12-01,2015-12-06,2015-12-13,2015-12-24,
60126001,-16.71,26.87,25,1.15,550,2015-11-24,2015-12-06,2015-12-24,,
60126002,-16.68,26.86,7,1.5,1000,2015-12-06,,,,
60126003,-16.68,26.87,120,5.5,6000,2015-11-15,2015-11-15,2015-12-01,2016-01-04,
60126004,-16.72,26.86,40,2,900,2016-01-04,2016-01-04,2015-12-06,2015-12-06,
60126005,-16.66,26.86,220,11,8000,2015-12-06,,,,
60126006,-16.66,26.85,60,3,13000,2015-11-24,,,,
60126007,-16.71,26.88,15,0.8,0,2015-11-15,,,,
60126008,-16.68,26.86,10,0.5,200,2016-01-11,,,,
60126009,-16.68,26.87,20,2,2500,2015-11-02,2015-12-01,,,
60126010,-16.72,26.86,40,2,1500,2015-11-08,2015-11-02,2015-12-01,,
60126011,-16.72,26.86,50,2.5,8000,2015-12-01,2015-11-08,2015-12-13,2015-12-06,
60126012,-16.66,26.86,15.75,15.75,1700,2015-11-24,2015-11-24,,,
60126013,-16.71,26.87,40,2,0,2015-11-02,2015-12-01,,,
60126014,-16.68,26.87,60,3,1400,2015-12-24,,,,
60126015,-16.68,26.86,10,0.5,400,2015-12-24,,,,
60126016,-16.67,26.86,50,2.75,5000,2015-11-15,,,,
60126017,-16.68,26.86,30,1.5,3000,2015-12-24,2015-11-08,2015-11-02,,
60126018,-16.71,26.87,10,0.4,0,2015-12-24,,,,
60126019,-16.69,26.87,20,1,150,2015-12-13,,,,
60126020,-16.72,26.88,10,0.5,400,2015-12-06,,,,
60126021,-16.72,26.87,60,3.1,5000,2015-11-24,2015-11-24,2015-12-01,2015-12-06,
60126022,-16.73,26.95,5,0.25,500,2015-12-01,,,,
60126023,-16.73,26.95,30,1.5,4600,2015-11-24,2015-12-01,2015-11-24,2015-12-01,
60126024,-16.73,26.95,80,4,11400,2015-11-24,2015-12-01,,,
60126025,-16.73,26.96,18,0.95,850,2015-11-02,2015-12-13,,,
60126026,-16.73,26.95,40,2,2300,2015-11-24,2015-12-06,2016-01-04,,
60126027,-16.73,26.95,30,1.5,590,2015-12-01,2015-12-06,2015-12-24,,
60126028,-16.73,26.95,40,2,1700,2015-12-13,2015-11-24,,,
60126029,-16.73,26.95,40,2,4000,2015-11-08,2015-11-15,,,
60126030,-16.73,26.95,60,3,4030,2015-11-24,2015-12-01,2015-12-13,,
60126031,-16.73,26.95,40,2,5150,2015-11-02,2015-12-01,2015-12-06,,
60126032,-16.73,26.95,10,0.5,500,2015-12-01,,,,
60126033,-16.73,26.95,30,1.5,1350,2015-11-02,2015-12-01,,,
60126034,-16.73,26.95,5,0.25,1200,2015-11-02,,,,
60126035,-16.73,26.95,50,2.5,2600,2015-11-08,2015-12-13,2015-12-24,,
60126036,-16.73,26.95,100,5,8700,2015-12-01,2015-12-01,2015-11-15,,
60126037,-16.73,26.95,10,0.5,2000,2015-11-15,,,,
60126038,-16.91,27.1,70,3.5,7150,2015-11-15,2015-11-24,2015-11-24,2015-12-01,2015-12-24
60126039,-16.75,26.94,10,0.5,500,2015-11-15,,,,
60126040,-16.75,26.95,10,0.5,1500,2015-12-13,,,,
60126041,-16.75,26.96,25,1.25,700,2015-12-01,,,,
60126042,-16.74,26.96,15,0.75,500,2015-12-06,2015-11-02,,,
60130001,-16.75,27.3,30,0.75,1350,2015-11-15,2016-01-04,2016-01-11,,
60130002,-16.75,27.3,55,2.75,9000,2015-11-15,2015-11-15,2015-12-24,,
60130003,-16.75,27.3,40,2,800,2015-12-06,,,,
60130004,-16.77,27.31,40,2,4000,2015-11-24,2015-12-13,2015-12-24,2015-12-24,
60130005,-16.77,27.31,32,1.65,4900,2015-12-01,2015-12-13,2015-12-01,2016-01-04,
60130006,-16.74,27.29,20,1,1250,2016-01-11,,,,
60130007,-16.77,27.31,40,2,2000,2015-12-06,,,,
60130008,-16.77,27.31,60,3.1,1750,2015-11-02,2015-11-08,2015-12-24,,
60130009,-16.77,27.31,25,2,5000,2015-11-24,,,,
60130010,-16.74,27.23,60,3,3500,2015-12-24,2016-01-04,2015-11-24,,
60130011,-16.74,27.23,110,8.25,3800,2015-12-06,2015-12-13,2015-12-24,2015-12-13,2016-01-04
60130012,-16.77,27.4,25,1.25,1100,2015-11-02,2015-11-15,2015-11-24,,
60130013,-16.72,27.23,60,3,6225,2015-12-01,2015-12-13,2015-12-13,,
60130014,-16.77,27.24,0,0,0,,,,,
60130015,-16.74,27.23,0,0,0,,,,,
60130016,-16.76,27.31,25,1.5,1750,2015-12-13,,,,
60130017,-16.77,24.31,35,2.45,1050,2015-11-15,2015-12-13,,,
60130018,-16.77,27.31,55,3.25,800,2015-11-02,2015-11-15,2015-11-24,,
60130019,-16.77,27.31,50,2.5,2250,2015-12-24,2015-12-24,,,
60130020,-16.75,27.24,30,1.5,750,2015-12-13,2015-12-24,,,
60130021,-16.75,27.24,90,3,1200,2015-12-24,,,,
60130022,-16.75,27.3,10,0.5,1500,2015-12-01,,,,
60140001,-16.82,26.94,40,2,3850,2015-11-24,2015-12-24,,,
60140002,-16.83,26.8,55,2.75,2700,2015-10-26,2015-11-02,2015-12-01,,
60140003,-16.84,26.81,30,1.5,3000,2015-11-15,,,,
60140004,-16.78,27.44,150,7,17000,2015-12-01,2015-12-01,2015-12-06,2015-12-13,2016-01-04
60140005,-16.88,26.79,25,1.25,9500,2015-12-24,2016-01-04,,,
60140006,-16.84,26.81,50,2.5,6500,2015-11-15,,,,
60140007,-16.83,26.79,30,1.5,4500,2015-11-24,2015-12-01,,,
60140008,-16.29,26.26,40,2,3750,2015-11-24,2015-11-24,2015-12-01,,
60140009,-16.84,26.79,40,2,2000,2015-12-06,,,,
60140010,-16.84,26.79,80,4,11200,2015-11-15,2015-11-15,2015-12-01,2015-12-01,
60140011,-16.84,26.81,70,3.5,400,2015-12-01,,,,
60140012,-16.19,26.19,40,2,2950,2015-11-08,2015-11-24,,,
60140013,-16.83,26.8,55,2.75,4050,2015-11-02,2015-11-08,2015-11-08,2015-12-24,
60140014,-16.85,26.81,20,1,1000,2015-12-01,,,,
60140015,-16.84,26.79,25,1.5,2250,2015-11-02,2015-11-15,2015-11-24,,
60140016,-16.85,26.81,40,1,800,2015-11-24,,,,
60140017,-16.83,26.8,42,2.1,2800,2015-12-01,2015-12-06,2015-12-06,,
60140018,-16.86,26.8,40,2,3300,2015-11-24,2015-12-01,,,
60140019,-16.44,26.77,40,2,3000,2015-12-01,2015-12-06,2015-12-13,,
60140020,-16.82,26.79,35,1.75,6450,2015-12-06,2015-11-24,2015-12-13,,
60140021,-16.89,26.56,70,3.5,9000,2015-11-15,2015-12-06,2015-12-24,,
60140022,-16.82,26.83,80,4,7000,2015-12-01,2015-12-01,2015-11-24,2015-12-01,
60140023,-16.82,26.83,5,0.5,500,2016-01-18,,,,
60140024,-16.82,26.83,40,3,5950,2015-12-06,2015-12-24,2015-12-24,,
60140025,-16.82,26.83,55,2.9,5250,2015-12-06,2015-12-06,2015-12-06,2015-12-06,2015-12-06
60140026,-16.82,26.83,5,0.25,440,2015-11-24,,,,
60140027,-16.83,26.82,30,1.5,2100,2015-11-02,,,,
60140028,-16.86,26.79,35,1.75,2750,2015-11-15,2015-11-08,2015-11-08,,
60140029,-16.84,26.79,35,2,2700,2015-11-24,2015-11-02,2015-11-08,,
60140030,-16.88,26.79,25,1.25,1850,2015-11-24,2015-12-24,2015-12-24,,
60140031,-16.85,26.9,50,2.5,550,2015-11-24,2015-12-01,,,
60100001,-16.82,26.83,40,2,1450,2015-11-08,2015-12-01,2015-12-13,,
60100002,-16.99,27.07,15,0.75,900,2015-12-06,2015-12-06,,,
60100003,-16.99,27.07,20,1,1000,2015-12-01,,,,
60100004,-16.99,27.07,10,0.5,1700,2015-12-06,,,,
60100005,-16.99,27.07,80,4,25200,2015-12-06,2015-12-06,2015-12-13,2015-12-13,
60100006,-16.99,27.07,10,1,600,2015-12-13,,,,
60100007,-16.99,27.07,40,2,1250,2015-11-08,2015-12-06,,,
60100008,-16.97,27.09,20,1,4000,2015-11-24,2015-12-01,,,
60100009,-16.99,27.07,0,0,0,,,,,
60100010,-16.97,27.09,20,1,2000,2015-11-15,2015-12-01,,,
60100011,-16.97,27.09,40,3.5,1150,2015-11-24,2015-12-01,,,
60100012,-16.97,27.09,50,2.5,5400,2015-11-15,2015-12-13,2016-01-04,,
60100013,-16.97,27.09,70,3.5,4200,2016-01-04,2015-12-13,2015-12-24,,
60100014,-16.97,27.09,43,5,9000,2015-11-24,2015-12-01,,,
60100015,-16.97,27.09,40,2,3000,2016-01-18,,,,
60100016,-16.99,27.07,231,11.3,32000,2015-11-15,2015-12-01,2015-12-01,2015-12-06,2015-12-06
60100017,-16.48,26.94,25,10.75,1500,2015-11-08,2015-12-01,2015-12-24,,
60100018,-16.48,26.93,85,4.5,18000,2016-01-11,2015-12-24,2016-01-04,2016-01-18,2016-01-18
60100019,-16.48,26.93,30,1.5,1200,2015-12-01,,,,
60100020,-16.48,26.93,60,3,1625,2015-11-15,2015-12-13,2016-01-18,2015-11-15,
60100021,-16.48,26.93,40,3.5,1000,2015-11-02,2016-01-11,,,
60100022,-16.48,26.93,40,1.9,1350,2015-11-15,2015-11-24,2015-12-06,2016-01-04,
60100023,-16.48,26.93,20,1,1000,2015-11-24,2015-12-13,,,
60100024,-16.48,26.94,110,5.5,3700,2015-11-15,2015-12-01,,,
60100025,-16.48,26.93,10,0.5,1000,2015-11-02,,,,
60100026,-16.48,26.93,30,2,1200,2015-12-06,2015-12-13,2016-01-04,,
60100027,-16.48,26.93,30,1.5,2500,2015-11-15,2015-11-15,2015-12-13,,
