names,lat,lon,seed,plot,harv,pd1,pd2,pd3,pd4,pd5
50141009,-13.2,24.79,35,3,400,2016-11-07,,,,
50141010,-13.2,24.77,10,0.25,400,2016-11-02,,,,
50141011,-13.23,24.75,5,0.25,200,2016-12-23,,,,
50141012,-13.21,24.76,10,0.5,159,2016-12-12,,,,
50141013,-13.2,24.78,10,0.75,0,2016-11-02,,,,
50141014,-13.2,24.79,80,4,2500,2016-11-14,,,,
50141015,-13.23,24.75,40,2,0,2016-12-01,,,,
50141016,-13.2,24.78,15,0.75,750,2016-11-02,2016-11-02,,,
50141017,-13.21,24.76,10,0.5,250,2016-11-02,,,,
50141018,-13.2,24.77,5,0.25,600,2016-11-14,,,,
50141019,-13.2,24.77,25,1.25,2150,2016-12-01,,,,
50141020,-13.23,24.75,10,0.5,150,2016-12-05,,,,
50141021,-13.2,24.79,10,0.75,0,2016-12-23,,,,
50141022,-13.21,24.76,20,1,250,2016-12-01,,,,
50141023,-13.23,24.75,10,0.5,0,2016-11-14,,,,
50206001,-13.2,26.77,20,0.75,500,2016-11-07,,,,
50206002,-12.2,26.78,25,1.25,0,2016-11-24,,,,
50206003,-12.24,26.75,20,1,300,2016-12-01,,,,
50206004,-12.23,26.75,80,4,1400,2016-11-14,2016-11-24,,,
50206005,-12.2,26.77,20,1,1400,2016-11-14,2016-11-24,,,
50206006,-12.24,26.75,15,0.5,0,2016-11-24,,,,
50206007,-12.2,26.78,20,0.75,0,2016-11-14,,,,
50206008,-12.23,26.75,20,1,0,2016-12-01,2016-12-12,,,
50206009,-12.2,26.77,40,2,0,2016-12-12,,,,
50206012,-12.24,26.75,30,1.5,2500,2016-11-24,2016-12-01,,,
50206013,-12.24,26.75,20,1,0,2016-12-01,,,,
50206014,-12.21,26.78,30,1,750,2016-12-23,2016-11-24,,,
50206015,-12.2,26.78,35,2,0,2016-11-24,,,,
50210001,-13.2,26.78,30,1,1100,2016-11-07,2016-11-07,,,
50210003,-13.2,26.78,10,1,550,2016-12-01,2016-12-05,,,
50210005,-13.06,25.38,15,0.25,250,2016-12-12,,,,
50211001,-13.47,25.01,40,2,100,2016-12-01,,,,
50211003,-13.47,28,40,2.10000002384186,1250,2016-11-24,2016-12-01,2017-01-04,,
50211004,-13.47,25,16,1.40000003576279,0,2016-11-02,2016-12-23,2016-10-26,,
50214003,-12.1,25.49,7.5,0.25,1500,2016-11-02,,,,
50214004,-12.11,25.51,0,0,0,,,,,
50214005,-12.11,25.51,10,0.5,1000,2016-12-05,,,,
50214006,-12.11,25.51,20,0.5,25,2016-11-24,,,,
50214007,-12.11,25.49,80,4,4000,2016-11-07,,,,
50214009,-12.1,25.49,25,2,0,2016-11-02,,,,
50214010,-12.11,25.51,0,0,0,,,,,
50214014,-12.1,25.49,65,3.25,0,2016-11-14,2016-11-24,2016-12-01,,
50214016,-12.11,25.5,25,0.75,850,2016-11-14,,,,
50214018,-12.12,25.5,15,0.75,550,2016-11-07,2016-12-01,,,
50214020,-12.1,25.49,20,1,1000,2016-11-14,,,,
50216001,-12.33,25.89,24,1,200,2016-12-01,,,,
50216002,-12.32,25.88,20,1,1500,2016-11-07,,,,
50216003,-12.32,25.88,10,0.375,0,2016-12-05,,,,
50216004,-12.33,25.83,10,1,200,2016-12-01,,,,
50216005,-12.35,25.81,40,2,1600,2016-11-02,2016-11-07,,,
50216007,-12.33,25.89,30,1.5,100,2016-10-26,2016-10-26,,,
50216008,-12.33,25.89,10,0.5,50,2016-11-24,,,,
50216010,-12.32,25.88,15,0.75,100,2016-12-12,,,,
50216011,-12.35,25.81,20,1,600,2016-12-01,,,,
50216012,-12.32,25.88,40,2,0,2016-11-07,,,,
50216013,-12.32,25.88,15,0.75,700,2016-11-07,2016-12-01,,,
50216014,-12.33,25.89,20,1,750,2016-11-02,,,,
50216016,-12.35,25.81,20,1.5,900,2016-12-01,2016-10-26,,,
50216017,-12.32,25.88,10,0.5,100,2016-11-07,,,,
50216018,-12.33,25.88,15,0.75,1000,2016-11-24,2016-12-23,,,
50216019,-12.32,25.87,20,1,150,2016-11-07,,,,
50216020,-12.35,25.81,17.5,1.25,900,2016-11-02,2016-11-02,,,
50225003,-12.56,26.17,220,11,88000,2016-11-07,,,,
50225004,-12.56,26.17,40,2,0,2017-01-04,2017-01-04,2016-12-01,2016-12-01,
50225005,-12.56,26.14,40,2,0,2016-11-07,2016-11-14,2016-12-01,,
50225007,-12.56,26.17,30,1,500,2016-12-01,,,,
50225008,-12.54,26.16,45,2.25,100,2016-11-07,2016-12-01,,,
50225011,-12.56,26.14,30,1.5,1500,2016-11-14,,,,
50225014,-12.56,26.18,40,2,1000,2016-12-01,2016-12-12,,,
50225015,-12.54,26.16,60,1.75,150,2016-10-26,2016-11-02,,,
50225016,-12.54,26.16,35,1.5,500,2016-11-07,2016-11-14,,,
50225019,-12.56,26.17,10,0.75,100,2016-11-02,,,,
50225020,-12.56,26.18,20,2,2500,2016-12-12,2016-12-23,,,
60100002,-16.99,27.07,90,8,26500,2016-12-01,,,,
60100003,-16.99,27.07,15,0.75,1150,2016-12-23,2016-12-23,,,
60100004,-16.99,27.07,10,0.5,1500,2016-11-24,,,,
60100006,-16.99,27.07,60,3,11500,2016-11-14,2016-12-01,2016-12-05,2016-12-12,
60100007,-16.99,27.07,15,2,1200,2016-12-01,2016-12-23,,,
60100008,-16.97,27.09,60,3,7000,2016-11-24,2016-12-01,,,
60100009,-16.99,27.07,80,5.5,5250,2016-11-07,2016-12-01,2016-12-05,,
60100010,-16.97,27.09,20,1,1750,2016-11-14,2016-12-05,,,
60100011,-16.97,27.09,25,2.5,1250,2016-11-02,2016-12-01,2017-01-04,,
60100012,-16.97,27.09,280,2,2000,2016-11-07,2016-12-12,2017-01-04,,
60100013,-16.97,27.09,20,1,1750,2016-11-24,2016-11-24,,,
60100014,-16.97,27.09,200,10,6300,2016-11-02,2016-12-12,,,
60100015,-16.97,27.09,40,2,2000,2016-12-12,2016-12-12,2016-12-23,,
60100016,-16.99,27.07,210,16,48500,2016-12-05,2016-12-05,2016-12-12,2016-12-12,2016-12-12
60100017,-16.48,26.94,20,1,800,2016-12-01,,,,
60100018,-16.48,26.93,244,87,5000,2016-11-24,2016-12-01,2016-12-05,2016-12-12,2016-12-12
60100019,-16.48,26.93,35,3,2600,2016-12-01,2016-12-12,2016-12-12,2016-12-23,
60100020,-16.48,26.93,70,3.5,4500,2016-11-14,2016-12-01,2016-12-05,2017-01-04,
60100021,-16.48,26.93,30,3,3400,2016-11-24,2016-12-05,2016-12-05,,
60100022,-16.48,26.93,80,4,3750,2016-11-14,2016-12-05,2016-12-23,,
60100023,-16.48,26.93,65,3.25,1500,2016-12-01,2016-11-24,2017-01-04,,
60100024,-16.48,26.94,100,5,10500,2016-11-14,2016-11-24,2016-12-01,,
60100026,-16.48,26.93,30,1.5,1400,2016-11-14,,,,
60100027,-16.48,26.93,35,1.75,3250,2016-11-24,2016-11-24,2016-12-01,2016-12-05,
60100028,-16.48,26.93,40,2,2450,2016-11-14,2016-12-01,,,
60100029,-16.48,26.93,40,2,4700,2016-12-01,2016-12-01,,,
60100031,-16.55,26.96,30,2,250,2016-12-23,,,,
60100032,-16.55,26.96,20,1,0,2016-12-01,,,,
60100033,-16.55,26.96,10,0.5,500,2016-11-14,,,,
60100034,-16.93,27.02,25,1.25,1750,2016-12-01,2016-12-05,,,
60100036,-16.93,27.02,20,1,1350,2016-11-24,,,,
60100037,-16.93,27.02,70,2.5,9500,2016-10-26,2016-11-02,2016-12-01,,
60100038,-16.93,27.02,90,9600,0,2016-11-24,,,,
60100039,-16.93,27.02,30,1.5,2800,2016-11-24,2016-12-05,,,
60100040,-16.93,27.02,150,7.5,14700,2016-11-07,2016-11-14,2016-12-12,2016-12-12,2016-11-24
60100042,-16.93,26.02,80,4,5250,2016-12-05,2016-12-23,2016-12-23,,
60100043,-16.93,27.11,40,2,3500,2016-11-07,2016-11-24,,,
60100045,-16.93,27.02,35,1.75,3300,2016-11-24,2016-12-23,,,
60100048,-16.93,27.02,70,3.5,10300,2016-12-23,2017-01-04,2017-01-04,2017-01-04,2017-01-11
60100049,-16.93,27.02,150,7.5,14500,2016-11-14,2016-12-01,2016-12-01,2016-12-05,
60100053,-16.94,27.09,45,2.25,3000,2016-11-14,2016-12-01,2016-12-05,2017-01-04,
60100054,-16.94,27.09,125,5.30000001192093,5000,2016-12-01,2016-12-01,2016-12-01,,
60100055,-16.94,27.09,60,2.75,5550,2016-12-05,2016-12-05,2016-12-23,2016-12-23,
60100056,-16.94,27.09,60,3,13500,2016-12-23,,,,
60100058,-16.94,27.09,55,6,4500,2016-11-24,2016-11-24,2016-11-24,2016-12-01,2016-12-01
60100060,-16.94,27.09,40,3,1300,2016-12-01,2016-12-12,,,
60100061,-16.94,27.09,180,39,25001.5,2016-11-07,2016-11-14,2016-11-14,2016-11-14,2016-12-01
60100062,-16.94,27.09,20,1,1200,2016-12-12,2016-12-23,,,
60100064,-16.91,27.1,25,1.5,2500,2016-12-01,2016-12-12,2017-01-04,,
60100065,-16.91,27.1,40,2,4500,2016-11-24,2016-12-01,2016-12-23,,
60100066,-16.91,27.1,20,2,1000,2016-12-01,2017-01-04,,,
60100067,-16.91,27.1,30,1.5,3600,2017-01-11,2016-11-24,2016-11-14,,
60100068,-16.94,27.1,10,0.5,450,2016-12-23,,,,
60112001,-16.92,27.26,50,2.5,300,2017-01-11,2016-12-05,2016-12-05,,
60112002,-16.87,27.27,115,11.5,6625,2016-11-14,2016-12-01,2016-12-23,,
60112006,-16.91,27.25,25,1.25,50,2016-12-01,2016-12-12,2016-12-05,,
60112007,-16.9,27.29,20,2,250,2016-12-23,2016-12-23,,,
60112008,-16.58,27.26,25,1.25,1000,2016-11-02,2016-12-01,,,
60112009,-16.87,27.28,20,2,0,2016-11-07,2016-11-14,,,
60112012,-16.9,27.29,15,3.5,1500,2016-12-01,2016-12-01,,,
60112013,-16.87,27.28,10,1,300,2016-12-23,,,,
60112014,-16.88,27.27,10,0.5,50,2016-12-01,,,,
60112015,-16.91,27.26,42,2.125,1050,2016-12-12,2016-12-05,,,
60112016,-16.58,27.27,40,4,1200,2016-11-24,2016-12-05,,,
60112018,-16.88,27.28,15,1.5,1250,2016-12-01,2016-12-01,,,
60112019,-16.92,27.26,60,3,2500,2016-12-01,2016-12-23,,,
60112020,-16.87,27.27,15,2.25,340,2016-12-01,2017-01-04,,,
60112021,-16.91,27.25,320,16,23000,2016-11-24,2016-11-24,2016-12-23,2017-01-04,
60115001,-16.45,26.77,40,2,875,2016-11-14,,,,
60115002,-16.42,26.78,100,10,5600,2016-11-02,2016-12-01,,,
60115003,-16.39,26.77,80,3.75,6200,2016-11-24,2016-12-01,2016-12-05,2016-12-23,
60115004,-16.45,26.77,50,2.5,3500,2016-11-24,2016-12-12,2017-01-04,,
60115006,-16.42,26.78,10,0.5,300,2017-01-04,,,,
60115007,-16.42,26.8,65,3.5,4200,2016-12-05,2016-12-12,2016-12-12,,
60115008,-16.39,26.77,50,5,3000,2016-11-14,2016-12-05,,,
60115009,-16.45,26.77,184,9,13500,2016-11-24,2016-11-24,2016-12-01,2016-12-01,2016-12-05
60115011,-16.42,26.8,15,0.75,1900,2016-11-14,,,,
60115012,-16.39,26.77,0,0,0,,,,,
60115013,-16.45,26.77,50,2.5,15609,2016-11-14,2016-12-01,2016-12-05,2016-12-05,2016-12-12
60115014,-16.42,26.8,15,1,500,2016-12-01,,,,
60115015,-16.39,26.77,30,1.5,450,2016-12-12,,,,
60119001,-17.2,27.09,70,5.25,5700,2016-11-02,2016-12-01,2016-12-05,2016-12-23,
60119002,-18.11,33.11,135,6,16200,2016-11-14,2016-12-01,2016-12-05,2016-12-12,
60119003,-17.19,27.11,30,3,1750,2016-12-01,,,,
60119004,-17.16,27.12,10,0.5,350,2016-12-05,,,,
60119005,-17.16,27.12,10,1.5,350,2016-12-01,,,,
60119006,-17.11,27.63,80,3.75,4200,2016-11-24,2016-12-01,2016-12-05,,
60119007,-17.2,27.1,18,1.75,1350,2017-01-11,2017-01-11,,,
60119008,-17.21,27.11,30,3,1600,2016-11-24,2016-12-05,,,
60119009,-17.19,27.11,40,3,1575,2017-01-04,2016-12-12,,,
60119011,-17.16,27.14,100,4,11200,2016-11-14,2016-11-24,2016-11-24,2016-11-24,2016-11-24
60119012,-17.16,27.14,30,2,3000,2016-12-01,,,,
60119013,-17.21,27.11,30,3,500,2016-12-12,2017-01-11,,,
60119016,-17.19,27.11,20,1,1000,2016-11-24,,,,
60119017,-17.15,27.14,40,4,4000,2016-11-02,2016-12-12,,,
60119018,-17.2,27.09,1.5,1.5,30,2016-12-12,,,,
60119019,-17.15,27.15,10,0.5,300,2016-12-23,2016-12-23,,,
60119020,-17.2,27.11,40,2.5,5000,2016-12-12,,,,
60119021,-17.2,27.11,60,9,2530,2016-12-05,2016-12-12,2016-12-23,,
60119022,-17.15,27.14,45,4,3500,2016-12-12,2016-12-23,,,
60119023,-17.11,27.6,20,1,900,2016-12-12,,,,
60119024,-17.15,27.15,20,1,1575,2016-12-05,2017-01-18,,,
60119025,-17.15,27.14,30,3,2450,2016-11-14,2016-11-24,2016-11-24,,
60126001,-16.71,26.87,30,1.5,2000,2016-11-24,,,,
60126002,-16.68,26.86,30,2,700,2017-01-18,,,,
60126003,-16.68,26.87,110,5.5,15000,2016-11-14,2016-12-05,2016-12-01,,
60126004,-16.72,26.86,30,1.5,0,2016-11-14,2017-01-04,,,
60126005,-16.66,26.86,120,7,3000,2016-12-01,2016-12-23,2017-01-11,,
60126006,-16.66,26.85,60,3,8000,2016-11-24,2016-12-12,2016-12-12,,
60126008,-16.68,26.86,10,0.5,1500,2016-11-14,,,,
60126009,-16.68,26.87,30,2.10000002384186,2000,2016-11-14,2016-11-24,,,
60126010,-16.72,26.86,25,1.25,800,2016-12-05,2017-01-04,,,
60126011,-16.72,26.86,50,3,1750,2016-11-14,2016-12-01,2016-12-12,,
60126012,-16.66,26.86,30,1.5,1900,2016-11-14,2016-12-01,,,
60126013,-16.71,26.87,10,0.600000023841858,750,2016-12-05,,,,
60126014,-16.68,26.87,100,9,8750,2016-12-23,2016-12-12,2016-12-12,2016-12-12,2016-12-12
60126015,-16.68,26.86,1,20,1000,2016-11-14,,,,
60126016,-16.67,26.86,50,2.5,2625,2016-12-01,2016-12-01,2016-12-01,,
60126018,-16.71,26.87,0,0,0,,,,,
60126019,-16.69,26.87,39,1.5,750,2016-12-12,,,,
60126020,-16.72,26.88,50,2.5,8000,2016-11-14,2016-12-05,,,
60126022,-16.73,26.95,20,1,1000,2016-12-05,,,,
60126023,-16.73,26.95,45,2.5,6600,2016-12-05,2016-12-12,,,
60126024,-16.73,26.95,105,5.5,16500,2016-12-23,2016-11-24,,,
60126025,-16.73,26.96,20,1,1800,2016-11-24,2016-12-05,,,
60126026,-16.73,26.95,30,2,4000,2016-11-14,2016-11-24,,,
60126027,-16.73,26.95,40,2,3350,2016-12-01,2016-12-01,2016-12-05,2016-12-05,
60126028,-16.73,26.95,30,2.5,1450,2016-12-12,2016-12-23,,,
60126029,-16.73,26.95,40,2,4500,2016-11-07,2016-11-14,,,
60126030,-16.73,26.95,50,4,1650,2016-11-24,2016-12-01,,,
60126031,-16.73,26.95,50,11.5,0,2016-12-01,2016-12-23,2017-01-11,,
60126032,-16.73,26.95,15,0.75,1500,2016-11-02,,,,
60126033,-16.73,26.95,85,5.10000002384186,1209,2016-12-12,2016-11-14,2016-12-23,2016-12-23,2017-01-11
60126034,-16.73,26.95,13,1.25,2650,2016-11-24,2016-12-05,2016-12-12,,
60126037,-16.73,26.95,20,1,1500,2016-12-01,2016-12-23,,,
60126038,-16.91,27.1,40,1.75,0,2016-11-07,2016-11-14,2017-01-11,,
60126039,-16.75,26.94,10,0.5,750,2016-12-23,,,,
60126040,-16.75,26.95,30,1.5,1700,2016-12-12,,,,
60126041,-16.75,26.96,80,4,0,2016-11-07,2016-11-24,2016-12-23,,
60130001,-16.75,27.3,70,3.5,5600,2016-11-14,2016-12-01,2016-12-23,,
60130002,-16.75,27.3,190,9.5,11200,2016-11-24,2016-12-01,2016-11-24,2016-12-01,
60130003,-16.75,27.3,20,1,1000,2016-12-12,,,,
60130004,-16.77,27.31,60,3,13800,2016-11-24,2016-12-01,2016-12-05,,
60130005,-16.77,27.31,50,5,6100,2016-12-05,2016-12-01,2016-12-23,,
60130007,-16.77,27.31,50,2.70000004768372,3900,2016-11-24,2016-12-05,,,
60130009,-16.77,27.31,70,5,14500,2016-11-14,2016-11-24,2016-12-05,2016-12-05,
60130010,-16.74,27.23,20,2,850,2016-12-05,2017-01-11,,,
60130011,-16.74,27.23,80,3.5,6750,2016-11-14,2016-12-01,2016-12-05,2016-12-05,
60130012,-16.77,27.4,115,5,3750,2016-12-01,2016-12-05,2016-12-12,2016-11-24,2016-12-23
60130013,-16.72,27.23,90,5,5500,2016-11-07,2016-11-24,2016-12-12,,
60130015,-16.74,27.23,10,0.5,700,2017-01-04,,,,
60130016,-16.76,27.31,20,1,2000,2017-01-04,,,,
60130017,-16.77,24.31,10,0.5,700,2016-12-05,,,,
60130018,-16.77,27.31,20,1,2625,2016-11-14,2016-12-05,,,
60130019,-16.77,27.31,10,2,250,2016-11-24,,,,
60130020,-16.75,27.24,50,4,2400,2016-12-01,,,,
60130021,-16.75,27.24,110,6,5000,2016-11-24,2016-12-05,,,
60130022,-16.75,27.3,115,101,4500,2016-12-01,2016-12-05,,,
60140001,-16.82,26.94,20,1,400,2016-11-07,2016-12-01,,,
60140002,-16.83,26.8,40,2.75,8500,2016-11-07,2016-11-14,2016-12-05,,
60140003,-16.84,26.81,40,2,4000,2016-12-01,,,,
60140004,-16.78,27.44,110,7,3000,2016-12-05,2016-12-05,2016-12-01,2017-01-04,2017-01-04
60140005,-16.88,26.79,60,3,6000,2016-12-23,2016-12-05,2016-12-12,,
60140006,-16.84,26.81,60,5,1250,2016-11-14,2016-11-14,2016-11-24,2016-11-24,2016-11-24
60140007,-16.83,26.79,15,0.75,1800,2016-11-14,2016-12-23,,,
60140008,-16.29,26.26,60,3,0,2016-11-07,2016-12-23,2016-12-23,,
60140009,-16.84,26.79,60,3,5500,2016-11-24,2016-12-01,2016-12-05,,
60140010,-16.84,26.79,110,5.5,4500,2016-11-02,2016-11-02,2016-11-07,2016-12-12,
60140011,-16.84,26.81,15,2,750,2016-11-24,,,,
60140012,-16.19,26.19,60,2.5,2250,2016-11-07,,,,
60140013,-16.83,26.8,20,1,6000,2016-11-24,2017-01-04,,,
60140014,-16.85,26.81,20,1,1200,2016-12-01,2016-12-23,,,
60140016,-16.85,26.81,70,3.5,1500,2016-11-07,,,,
60140017,-16.83,26.8,50,2.5,3500,2016-11-07,2016-11-07,2016-12-01,,
60140018,-16.86,26.8,80,4,4500,2016-12-05,2016-12-01,2016-11-14,,
60140019,-16.44,26.77,60,3,500,2016-12-05,2016-12-12,2017-01-04,,
60140020,-16.82,26.79,95,3.5,14000,2016-11-02,2016-12-01,2016-12-05,,
60140021,-16.89,26.56,70,5,5000,2016-11-02,2016-12-05,,,
60140022,-16.82,26.83,120,6,14400,2016-12-05,2016-12-05,,,
60140023,-16.82,26.83,15,0.5,700,2017-01-11,,,,
60140024,-16.82,26.83,55,2.75,5130,2016-12-12,2016-11-24,2016-12-12,2016-12-23,
60140025,-16.82,26.83,45,2.25,3300,2016-12-05,2016-12-05,2016-12-05,,
60140026,-16.82,26.83,15,0.75,1400,2016-11-14,2016-12-05,,,
60140027,-16.83,26.82,90,4.5,8400,2016-11-14,2016-12-01,2016-11-14,,
60140029,-16.84,26.79,50,3,2500,2016-11-02,2016-11-14,2016-12-12,,
60140030,-16.88,26.79,20,1,400,2016-12-12,2017-01-04,,,
60202001,-16.06,26.93,100,5.09999990463257,5850,2016-11-07,2016-12-01,2016-12-01,,
60202002,-16.06,26.97,30,1.5,3000,2016-12-12,,,,
60202003,-16.05,26.99,40,2,2160,2016-11-24,,,,
60202004,-16.06,26.93,30,1.5,3355,2016-11-07,2016-11-07,2016-11-14,,
60202005,-16.03,26.93,15,4,2100,2016-11-14,,,,
60202006,-16.05,26.98,50,2.5,2480,2016-12-05,,,,
60202007,-16.05,26.97,20,1,2000,2016-12-01,,,,
60202008,-16.04,26.93,15,0.75,350,2016-12-05,2016-12-23,,,
60202009,-16.06,26.93,30,1.5,4500,2016-11-14,2016-11-14,2016-12-01,,
60202010,-16.03,26.93,15,0.75,500,2016-11-24,2016-12-05,,,
60202011,-16.03,26.93,60,2.5,1600,2016-12-23,2017-01-11,,,
60202012,-16.05,26.99,110,5.75,12000,2016-12-01,,,,
60202014,-16.05,26.97,110,5.5,18975,2016-11-24,2016-11-24,2016-12-01,2016-12-05,2016-11-14
60202015,-16.03,26.93,40,1,600,2016-12-23,,,,
60202016,-16.03,26.93,65,3,2750,2017-01-04,2017-01-11,2017-01-18,,
60202017,-16.05,26.99,30,1.5,1260,2016-12-05,,,,
60202018,-16.04,26.94,80,3,2250,2016-11-14,2016-11-14,,,
60202020,-16.03,26.93,10,2,250,2016-12-01,,,,
60204001,-15.92,26.53,30,1.5,1500,2016-11-07,,,,
60204002,-15.92,26.52,40,3,2100,2016-12-23,2016-12-01,,,
60204003,-15.06,26.74,35,5,4050,2016-11-02,2016-11-07,2016-12-23,,
60204004,-15.08,26.74,40,2,600,2017-01-04,,,,
60204005,-15.91,26.52,70,3.60000002384186,5250,2016-11-24,2016-12-05,2016-12-05,2016-12-05,2017-01-04
60204006,-15.92,26.53,60,4,1500,2016-11-02,,,,
60204007,-15.93,26.52,40,2.25,600,2016-11-14,2016-12-05,2016-12-12,,
60204008,-15.56,26.31,60,3,1250,2016-12-01,,,,
60204009,-15.93,26.51,70,3.5,1000,2017-01-04,,,,
60204010,-15.92,26.53,110,5.5,4320,2016-11-07,2017-01-11,,,
60204011,-15.92,26.53,60,3,2000,2016-11-24,2016-12-23,,,
60204012,-15.93,26.51,40,2,600,2016-12-01,,,,
60204013,-15.56,26.31,40,2,3150,2016-12-01,,,,
60204015,-15.93,26.51,20,1,2700,2016-12-01,,,,
60204016,-15.93,26.51,50,2,2160,2016-11-24,,,,
60204017,-15.91,26.51,40,2,1080,2016-11-14,2016-12-23,,,
60204018,-15.93,26.51,60,3.20000004768372,1550,2016-11-07,,,,
60204019,-15.92,26.53,15,0.75,200,2016-12-12,,,,
60204020,-15.93,26.51,60,3,4500,2016-11-24,,,,
60204021,-15.55,26.31,40,2,1500,2016-11-24,,,,
60204022,-15.93,26.51,40,3,250,2016-10-26,,,,
60204023,-15.91,26.51,40,2.29999995231628,2400,2016-11-07,,,,
60204024,-15.92,26.53,15,1,1000,2016-12-01,,,,
60205001,-15.72,26.72,60,3,8800,2016-11-14,2016-12-05,,,
60205002,-15.71,26.71,30,2.5,2050,2016-12-01,2016-12-23,,,
60205003,-15.73,26.74,150,7.5,8340,2016-11-24,2016-12-05,,,
60205004,-15.75,26.76,80,4.5,3600,2016-11-14,,,,
60205005,-15.71,26.71,40,2,2000,2016-12-01,,,,
60205006,-15.72,26.72,300,17.5,9800,2016-11-24,2016-12-01,,,
60205007,-15.74,26.74,50,2.5,2100,2016-12-12,,,,
60205008,-15.73,26.74,80,4,3010,2016-11-24,2016-12-05,,,
60205009,-15.73,26.73,30,1.60000002384186,2475,2016-12-23,2016-12-23,,,
60205010,-15.75,26.76,30,1.5,2500,2016-11-14,,,,
60205011,-15.71,26.71,20,0.5,1000,2016-12-05,,,,
60205012,-15.72,26.72,40,2,1400,2016-12-01,,,,
60205013,-15.73,26.74,30,1,540,2016-12-23,,,,
60205015,-15.71,26.71,10,1,1250,2016-11-14,,,,
60205017,-15.72,26.72,50,2.5,5040,2016-12-01,2017-01-11,2017-01-11,,
60205018,-15.74,26.76,120,6,3780,2016-11-07,2016-11-24,,,
60205019,-15.71,26.71,10,0.5,1500,2016-12-01,,,,
60205020,-15.75,26.76,30,1.5,700,2016-11-14,2016-12-01,,,
60215001,-16.47,26.77,30,2,500,2016-12-05,,,,
60215002,-16.41,26.78,30,2,750,2016-12-12,,,,
60215003,-16.41,26.78,15,1,600,2016-12-23,,,,
60215004,-16.47,26.76,30,2,600,2016-12-01,2016-12-23,,,
60215005,-16.41,26.78,55,5.5,1300,2016-11-07,2016-11-24,,,
60215006,-16.47,26.76,70,3.5,800,2016-12-01,,,,
60222001,-15.92,26.53,100,5,9000,2016-12-05,2016-12-05,2016-12-23,2016-12-23,
60222002,-16.26,26.69,40,2,2880,2016-11-07,,,,
60222003,-16.25,26.7,30,1.5,1620,2016-11-14,2016-12-05,2016-12-12,,
60222004,-16.23,26.67,200,9.5,45000,,2016-12-05,2016-12-12,,
60222005,-16.26,26.69,270,13.6000000238419,13100,2016-12-01,2016-12-05,,,
60222007,-16.25,26.7,30,2,675,2016-12-05,,,,
60222009,-16.25,26.7,60,3,6750,2016-11-24,2016-12-01,2016-12-23,,
60222010,-16.14,26.41,35,1.5,2450,2016-12-01,2016-12-12,,,
60222012,-16.26,26.69,20,1,1500,2016-12-01,,,,
60222013,-16.23,26.67,150,7.5,10000,2016-12-05,,,,
60222014,-16.25,26.69,300,20.1999998092651,0,2016-11-07,2016-11-07,2016-11-24,2016-11-24,2016-12-12
60222015,-16.26,26.69,80,4,9450,2016-12-05,,,,
60222016,-16.14,26.41,60,2.75,10800,2016-12-23,,,,
60222017,-16.25,26.7,60,3,7475,2016-12-01,2016-12-05,2017-01-04,2017-01-04,2016-12-05
60222018,-16.23,26.67,30,0,2700,2016-11-24,,,,
60222019,-16.25,26.69,100,5.60000014305115,7500,2016-11-14,2016-12-12,,,
60222020,-16.26,26.7,50,2.5,5300,2016-11-24,,,,
10101001,-15.07,26.74,15,1.5,1700,2015-11-15,,,,
10117001,-13.56,28.9,30,0.75,2000,2015-11-24,2015-12-01,,,
10117002,-13.52,28.94,10,0.4,1300,2015-12-13,,,,
10117003,-13.52,28.94,20,1,3250,2015-11-15,2015-12-01,,,
10117004,-13.54,28.91,35,1.5,2000,2015-11-08,2015-12-01,,,
10117005,-13.53,28.93,15,0.75,400,2015-12-01,,,,
10117006,-13.57,28.9,20,0.5,3000,2015-12-06,,,,
10117007,-13.53,28.93,15,1,1550,2015-12-01,2015-12-24,,,
10117008,-13.52,28.94,42.5,1.95,250,2015-11-08,2015-12-06,2015-12-06,2015-12-24,
10117009,-13.53,28.93,30,1.5,3250,2015-12-06,2015-12-24,,,
10117010,-13.52,28.95,5,0.5,500,2015-12-06,,,,
10117011,-13.57,28.9,20,0.5,2000,2015-12-01,,,,
10117012,-13.54,28.9,95,6,25000,2015-11-08,2015-12-06,2015-12-13,2015-12-01,2015-12-01
10117013,-13.57,28.9,10,0.25,1000,2016-01-04,,,,
10117014,-13.53,28.94,25,1.5,3250,2015-11-24,2015-12-13,,,
10117015,-13.56,28.91,20,0.5,400,2015-12-01,,,,
10117016,-13.53,28.92,40,0.75,400,2015-11-02,,,,
10117017,-13.54,28.91,10,0.36,300,2015-12-13,,,,
10118001,-13.96,29.41,75,3.75,6650,2015-11-15,2015-12-01,2015-12-01,,
10118002,-13.96,29.43,70,3.4,5500,2015-11-08,2015-11-08,2015-11-15,,
10118003,-13.99,29.44,10,0.5,200,2015-11-15,,,,
10118004,-13.92,29.42,20,1.6,1400,2015-11-02,2015-11-02,,,
10118005,-13.91,29.42,20,1,2750,2015-12-24,,,,
10118006,-13.99,29.45,30,1.96,2600,2015-12-01,2015-12-24,,,
10118007,-13.96,29.41,20,0.8,3000,2015-12-01,,,,
10118008,-13.96,29.43,20,1,1000,2015-12-01,,,,
10118009,-13.99,29.45,30,1.5,2500,2015-12-06,2015-12-06,,,
10118010,-13.92,29.42,15,0.3,590,2015-12-01,,,,
